PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp,summary_score,star
271343,0,0,2,1,0,7,1,0,,0.7056056622163701,N/A
271344,1,8,7,3,3,8,5,2,3) # of groups=5,0.3540730816601594,4.0
271345,0,8,2,1,0,4,2,0,,1.3203080712294373,N/A
271346,0,0,0,0,0,4,1,0,,-0.1827055018855323,N/A
271347,1,8,6,3,3,9,5,2,3) # of groups=5,0.5882261958611426,5.0
271389,0,0,0,0,0,4,1,0,,0.0718388289644771,N/A
280003,1,8,11,7,8,11,5,2,3) # of groups=5,0.1363368563185172,4.0
280009,1,8,9,7,7,9,5,2,3) # of groups=5,0.4357177881705991,5.0
280013,1,8,11,7,8,10,5,2,3) # of groups=5,-0.2574853360608068,3.0
280020,1,8,7,6,7,9,5,2,3) # of groups=5,0.0077725380380305,3.0
280023,1,8,8,5,6,8,5,2,3) # of groups=5,0.1754821056785495,4.0
280032,1,8,9,4,6,10,5,2,3) # of groups=5,-0.010869841032986,3.0
280040,1,8,11,7,8,10,5,2,3) # of groups=5,0.1203704301242769,4.0
280060,1,8,10,7,7,10,5,2,3) # of groups=5,0.109938279549269,4.0
280061,1,8,9,6,7,11,5,2,3) # of groups=5,-0.5887732149355744,2.0
280065,1,8,10,6,4,10,5,2,3) # of groups=5,-0.3983529813548638,2.0
28006F,1,8,6,5,4,5,5,2,3) # of groups=5,0.997121590129164,5.0
280077,1,8,7,4,3,11,5,2,3) # of groups=5,-0.1855108501029659,3.0
280081,1,8,6,5,6,10,5,2,3) # of groups=5,-0.0325185678314587,3.0
280105,0,8,5,2,2,9,3,0,1) # of groups=3,0.3695585765586715,N/A
280111,1,8,7,4,3,11,5,2,3) # of groups=5,0.2594193977027478,4.0
280125,1,8,9,7,3,9,5,2,3) # of groups=5,0.7203571655471522,5.0
280127,0,0,3,0,2,2,1,0,,1.0818477362507712,N/A
280128,1,8,5,4,2,3,4,1,2) # of groups=4,0.0009897037874405,3.0
280129,0,8,3,0,2,5,3,0,1) # of groups=3,1.4658834893128958,N/A
280130,1,8,8,6,7,10,5,2,3) # of groups=5,0.4359715253755826,5.0
280131,0,8,3,0,2,3,3,0,1) # of groups=3,0.8548028687286787,N/A
280132,1,8,8,5,6,9,5,2,3) # of groups=5,0.8045408762859971,5.0
280133,0,8,2,0,1,2,1,0,,0.6526447507803398,N/A
280134,1,8,9,7,6,10,5,2,3) # of groups=5,0.2100828516162604,4.0
280139,1,8,5,1,4,9,4,1,2) # of groups=4,0.1795238057618878,3.0
281300,0,0,1,0,0,4,1,0,,0.2381434596388422,N/A
281301,0,0,3,0,1,5,2,0,,0.7501209047288616,N/A
281302,0,0,1,0,0,2,0,0,,0.9208155698776492,N/A
281304,0,8,3,2,0,3,3,0,1) # of groups=3,0.0153033758353994,N/A
281305,0,0,1,0,0,4,1,0,,-0.6900049161536649,N/A
281306,0,0,1,0,0,5,1,0,,0.5068169925008682,N/A
281307,0,0,3,0,0,5,2,0,,1.1752585635148234,N/A
281308,0,0,1,0,0,3,1,0,,0.2021731254461323,N/A
281309,0,0,2,0,0,2,0,0,,0.712041028840734,N/A
281310,0,0,1,0,0,3,1,0,,-0.1371897230747193,N/A
281311,0,0,0,0,0,4,1,0,,0.9704420921457294,N/A
281312,0,0,0,0,0,2,0,0,,1.4951534071434254,N/A
281313,0,0,1,0,0,3,1,0,,0.9645182944172248,N/A
281314,0,0,2,0,0,4,1,0,,0.6173909154250108,N/A
281315,0,8,5,2,1,5,3,0,1) # of groups=3,0.2356088524982691,N/A
281316,0,0,0,0,0,2,0,0,,2.2825931136660977,N/A
281318,0,0,2,0,0,4,1,0,,-0.1469065924239756,N/A
281319,0,0,2,0,0,4,1,0,,0.4372188707480492,N/A
281320,0,0,3,1,0,4,2,0,,-0.6728833387167765,N/A
281322,0,8,3,1,1,6,3,0,1) # of groups=3,-0.0232057851189014,N/A
281323,0,0,1,0,0,5,1,0,,-0.1405444888771801,N/A
281324,0,0,3,1,0,4,2,0,,-0.431423186831425,N/A
281325,0,0,2,0,0,2,0,0,,-0.5646907195827681,N/A
281326,0,0,2,1,0,4,1,0,,0.4553286087746934,N/A
281327,0,0,3,1,0,3,2,0,,0.845010992339264,N/A
281328,0,0,3,1,0,5,2,0,,0.6289985659406616,N/A
281329,0,8,6,1,2,4,3,0,1) # of groups=3,0.2905784125820247,N/A
281330,0,0,0,0,0,2,0,0,,2.198302685207623,N/A
281331,0,0,2,0,0,3,1,0,,0.951525263820767,N/A
281332,0,0,2,0,0,2,0,0,,-0.2736139181586535,N/A
281333,0,0,2,0,0,2,0,0,,0.1673721429125303,N/A
281334,1,8,6,3,0,4,4,1,2) # of groups=4,0.4934472393372043,4.0
281335,0,0,2,0,0,4,1,0,,0.0519927703391622,N/A
281336,1,8,8,3,0,2,3,1,1) # of groups=3,-0.2717794868022948,3.0
281338,0,0,2,0,0,2,0,0,,0.4761222719489577,N/A
281339,0,0,5,2,0,3,2,0,,-0.1573458343087669,N/A
281340,0,0,2,1,0,3,1,0,,1.0586654596686846,N/A
281341,0,8,2,0,0,4,2,0,,0.9619328119397276,N/A
281342,0,0,2,0,0,7,1,0,,1.1317373750904252,N/A
281343,0,0,2,0,0,3,1,0,,0.3818815940521013,N/A
281344,0,0,2,1,1,3,1,0,,0.1870776558936543,N/A
281345,0,0,3,1,0,4,2,0,,-0.9075210852293724,N/A
281346,0,0,2,0,0,4,1,0,,0.5460318248134718,N/A
281347,0,0,3,1,0,4,2,0,,1.0395959130994068,N/A
281348,0,0,2,1,0,2,0,0,,-0.2197699118603527,N/A
281349,0,0,3,1,0,3,2,0,,0.3591153166377103,N/A
281350,0,0,4,1,0,4,2,0,,0.1072351992720949,N/A
281351,0,0,1,0,0,4,1,0,,0.1470439620424781,N/A
281352,1,8,6,3,1,4,4,1,2) # of groups=4,0.0796412562823082,3.0
281353,0,0,4,1,0,3,2,0,,0.6904644459470759,N/A
281354,0,0,1,0,0,4,1,0,,0.1338623132045594,N/A
281355,0,0,3,1,0,6,2,0,,0.3046114480841983,N/A
281356,0,0,2,1,0,2,0,0,,0.7262353770699619,N/A
281357,0,8,4,1,0,2,2,0,,-0.2343117947741229,N/A
281358,0,0,3,1,0,5,2,0,,0.1919410879748542,N/A
281359,0,0,2,0,0,7,1,0,,-0.1733475821227528,N/A
281360,0,8,5,2,1,2,2,0,,0.0067909234570273,N/A
281361,0,0,3,1,0,4,2,0,,-0.3396230192543242,N/A
281362,0,8,6,2,2,4,3,0,1) # of groups=3,0.1382941503346685,N/A
281363,1,0,7,3,1,5,3,1,1) # of groups=3,-0.3267425888456103,3.0
281364,1,8,8,3,2,6,4,1,2) # of groups=4,-0.6788955225347568,1.0
281365,0,0,4,2,0,6,2,0,,0.3554548965057891,N/A
290001,1,8,10,7,7,9,5,2,3) # of groups=5,-0.325265158694135,2.0
290003,1,8,8,7,8,7,5,2,3) # of groups=5,-0.5197678798996876,2.0
290005,1,8,4,4,5,6,5,2,3) # of groups=5,-0.5942405931548993,2.0
290007,1,8,8,7,7,7,5,2,3) # of groups=5,-0.5030715024490224,2.0
290008,1,8,7,4,3,9,5,2,3) # of groups=5,-0.6768948773074808,1.0
290009,1,8,11,7,7,8,5,2,3) # of groups=5,-0.024577305725906,3.0
290012,0,0,1,0,0,5,1,0,,1.4973411616658558,N/A
290019,1,8,11,7,7,10,5,2,3) # of groups=5,-0.4246774522421886,2.0
290021,1,8,9,7,8,7,5,2,3) # of groups=5,-0.473857287781579,2.0
29002F,1,8,6,4,2,5,4,1,2) # of groups=4,0.9248289291571052,5.0
290032,1,8,8,6,4,8,5,2,3) # of groups=5,0.0154914454637276,3.0
290039,1,8,11,7,8,10,5,2,3) # of groups=5,0.2058584270087812,4.0
290041,1,8,11,7,8,9,5,2,3) # of groups=5,-0.513219699712357,2.0
290045,1,8,9,7,7,9,5,2,3) # of groups=5,-0.2162452323460491,3.0
290046,1,8,9,7,7,8,5,2,3) # of groups=5,-0.4307717899362528,2.0
290047,1,8,8,6,7,8,5,2,3) # of groups=5,0.2777313479712603,4.0
290049,1,8,9,4,5,9,5,2,3) # of groups=5,-0.1378051193764556,3.0
29004F,1,8,5,5,4,5,5,2,3) # of groups=5,0.0075116710662871,3.0
290053,1,8,7,7,6,7,5,2,3) # of groups=5,-0.2362100935387331,3.0
290054,1,8,8,6,8,8,5,2,3) # of groups=5,-0.6122335682599911,2.0
290057,1,8,8,6,8,8,5,2,3) # of groups=5,-0.0043644141004114,3.0
290058,0,0,1,0,0,7,1,0,,-0.2914866716571426,N/A
290061,0,0,2,0,2,6,1,0,,0.0640679875468892,N/A
291300,0,0,1,0,0,4,1,0,,-0.0295033914440732,N/A
291301,0,0,0,0,0,5,1,0,,0.4410932230569535,N/A
291302,0,0,2,1,0,3,1,0,,0.5036897286328212,N/A
291303,0,0,0,0,0,4,1,0,,-0.2199870825754874,N/A
291304,0,0,0,0,0,3,1,0,,0.6604326890007239,N/A
291306,1,8,7,3,0,5,4,1,2) # of groups=4,0.4775311593265589,4.0
291307,1,8,7,3,0,8,4,1,2) # of groups=4,-0.8525605367995184,1.0
291308,1,8,5,3,0,8,4,1,2) # of groups=4,-0.207401992897233,2.0
291309,0,0,1,0,0,5,1,0,,0.2055528785232157,N/A
291311,1,8,5,3,1,8,4,1,2) # of groups=4,0.1959799365564662,3.0
291312,0,0,1,0,0,2,0,0,,0.2297640688564073,N/A
291313,1,8,6,3,1,7,4,1,2) # of groups=4,-0.0577123162052865,3.0
291314,0,0,0,0,0,4,1,0,,-0.4484399658554132,N/A
300001,1,8,11,7,7,10,5,2,3) # of groups=5,0.0293484849501374,3.0
300003,1,8,11,7,8,10,5,2,3) # of groups=5,0.0191149205014666,3.0
300005,1,8,9,4,5,9,5,2,3) # of groups=5,-0.06571954840964,3.0
300011,1,8,10,6,7,9,5,2,3) # of groups=5,0.1086184394135712,4.0
300012,1,8,10,6,8,11,5,2,3) # of groups=5,-0.1406175394132113,3.0
300014,1,8,6,4,2,7,4,1,2) # of groups=4,-0.1828364532858962,2.0
300017,1,8,9,5,3,9,5,2,3) # of groups=5,0.6208210333861175,5.0
300018,1,8,10,6,7,10,5,2,3) # of groups=5,0.239876699192223,4.0
300019,1,8,9,5,5,11,5,2,3) # of groups=5,-0.1057176805048364,3.0
300020,1,8,8,6,7,9,5,2,3) # of groups=5,-0.0133933887079751,3.0
300023,1,8,10,5,7,11,5,2,3) # of groups=5,0.671508456305655,5.0
300029,1,8,11,7,7,10,5,2,3) # of groups=5,0.1418548508863965,4.0
300034,1,8,11,7,7,10,5,2,3) # of groups=5,0.3298632036479404,4.0
301300,0,0,1,0,0,1,0,0,,-0.361897143477811,N/A
301301,0,8,3,2,1,4,3,0,1) # of groups=3,-0.6407525673751056,N/A
301302,1,8,8,3,2,8,4,1,2) # of groups=4,-0.335215388513291,2.0
301303,0,0,4,1,0,4,2,0,,-0.7111474426909181,N/A
301304,1,8,7,2,3,5,4,1,2) # of groups=4,0.0734818903679382,3.0
301305,0,8,6,2,2,4,3,0,1) # of groups=3,0.720116655773194,N/A
301306,0,0,2,1,1,7,1,0,,0.4957936835674475,N/A
301307,1,8,7,4,2,8,4,1,2) # of groups=4,-0.4077169019219283,2.0
301308,0,0,4,2,2,3,2,0,,0.6318928109247773,N/A
301309,1,8,9,4,2,6,4,1,2) # of groups=4,-0.3770516431334224,2.0
301310,1,0,4,3,2,7,3,1,1) # of groups=3,-0.0791885698811443,3.0
301311,1,8,4,4,2,8,4,1,2) # of groups=4,-0.183608660290328,2.0
301312,1,8,5,3,2,5,4,1,2) # of groups=4,-0.0377493726339384,3.0
310001,1,8,11,7,8,9,5,2,3) # of groups=5,0.7489357117003179,5.0
310002,1,8,10,7,7,9,5,2,3) # of groups=5,-0.5322074984988374,2.0
310003,1,8,6,5,5,10,5,2,3) # of groups=5,-0.1959819095780124,3.0
310005,1,8,8,6,7,10,5,2,3) # of groups=5,0.4688129368825303,5.0
310006,1,8,7,5,6,8,5,2,3) # of groups=5,-0.0283831202592374,3.0
310008,1,8,10,6,7,10,5,2,3) # of groups=5,0.0614457365060782,4.0
310009,1,8,8,6,8,9,5,2,3) # of groups=5,-0.6632034016219258,1.0
310010,1,8,10,6,7,10,5,2,3) # of groups=5,0.223548252302123,4.0
310011,1,8,6,5,5,9,5,2,3) # of groups=5,-0.0904237670811514,3.0
310012,1,8,11,7,8,10,5,2,3) # of groups=5,0.3267521799297152,4.0
310014,1,8,11,7,8,9,5,2,3) # of groups=5,-0.1417084415251532,3.0
310015,1,8,11,7,8,11,5,2,3) # of groups=5,0.9897038842302932,5.0
310016,1,8,6,5,5,7,5,2,3) # of groups=5,-0.468073418631483,2.0
310017,1,8,10,6,7,10,5,2,3) # of groups=5,0.2144859736700566,4.0
310019,1,8,11,7,8,11,5,2,3) # of groups=5,-0.2135011348266796,3.0
31001F,1,8,4,4,4,5,5,2,3) # of groups=5,-1.0974381318689064,1.0
310021,1,0,7,4,2,3,3,1,1) # of groups=3,-0.7222160034687901,2.0
310022,1,8,8,6,8,10,5,2,3) # of groups=5,-0.2600606479120585,3.0
310024,1,8,7,5,6,8,5,2,3) # of groups=5,-0.4864604092688233,2.0
310025,1,8,8,6,6,8,5,2,3) # of groups=5,-0.3765680538565371,2.0
310027,1,8,8,5,5,8,5,2,3) # of groups=5,-0.6493309065578811,1.0
310028,1,8,10,6,7,10,5,2,3) # of groups=5,0.4448411807310165,5.0
310029,1,8,8,7,6,9,5,2,3) # of groups=5,-0.5941732740706425,2.0
310031,1,8,7,6,4,4,5,2,3) # of groups=5,0.3031066816145911,4.0
310032,1,8,7,6,7,10,5,2,3) # of groups=5,-0.4009958262247177,2.0
310034,1,8,10,6,7,9,5,2,3) # of groups=5,-0.199465512233458,3.0
310038,1,8,11,7,8,9,5,2,3) # of groups=5,-0.4612660164909839,2.0
310039,1,8,7,6,6,10,5,2,3) # of groups=5,-0.3523930834551232,2.0
310040,1,8,5,4,4,9,5,2,3) # of groups=5,-0.9311023240739592,1.0
310041,1,8,10,6,8,10,5,2,3) # of groups=5,-0.7305939660995157,1.0
310044,1,8,9,6,7,9,5,2,3) # of groups=5,0.0429145348145647,3.0
310045,1,8,11,7,7,10,5,2,3) # of groups=5,0.3646795001764692,4.0
310047,1,8,9,6,7,10,5,2,3) # of groups=5,0.2026872181951369,4.0
310048,1,8,10,6,7,9,5,2,3) # of groups=5,-0.6298244692058339,2.0
310050,1,8,8,6,7,7,5,2,3) # of groups=5,-0.2468555975729818,3.0
310051,1,8,10,6,8,9,5,2,3) # of groups=5,0.3696851423586682,4.0
310052,1,8,10,6,7,10,5,2,3) # of groups=5,-0.1051913902559173,3.0
310054,1,8,10,6,7,9,5,2,3) # of groups=5,-0.386599786682141,2.0
310057,1,8,9,6,7,9,5,2,3) # of groups=5,0.1595997934346614,4.0
310058,0,0,3,1,2,5,2,0,,-0.7510488561944151,N/A
310060,1,8,9,4,6,9,5,2,3) # of groups=5,0.568501998638967,5.0
310061,1,8,6,5,5,9,5,2,3) # of groups=5,-0.4189712853146394,2.0
310064,1,8,11,7,8,9,5,2,3) # of groups=5,0.206154735728549,4.0
310069,1,8,10,6,7,10,5,2,3) # of groups=5,-0.2405339862234774,3.0
310070,1,8,8,6,7,9,5,2,3) # of groups=5,0.1142434969717827,4.0
310073,1,8,11,7,8,9,5,2,3) # of groups=5,0.0167166008476194,3.0
310074,1,8,10,7,7,10,5,2,3) # of groups=5,-0.5412591136890372,2.0
310075,1,8,9,6,8,9,5,2,3) # of groups=5,-0.062822682040235,3.0
310076,1,8,11,7,8,9,5,2,3) # of groups=5,-0.4235185682411864,2.0
310083,1,8,4,3,4,7,5,2,3) # of groups=5,-1.0226822616843418,1.0
310084,1,8,8,6,5,7,5,2,3) # of groups=5,-0.5972260701099626,2.0
310086,1,8,10,6,8,11,5,2,3) # of groups=5,-0.4751001144047755,2.0
310091,1,0,5,3,2,7,3,1,1) # of groups=3,0.0842350584479072,4.0
310092,1,8,6,5,6,9,5,2,3) # of groups=5,-0.6844829315188702,1.0
310096,1,8,8,4,6,7,5,2,3) # of groups=5,-0.1311737719033023,3.0
310108,1,8,10,6,7,10,5,2,3) # of groups=5,0.0752595314950275,4.0
310110,1,8,9,6,7,7,5,2,3) # of groups=5,-0.3998318879926745,2.0
310111,1,8,8,6,7,10,5,2,3) # of groups=5,-0.2777439347680607,2.0
310112,1,8,8,6,7,7,5,2,3) # of groups=5,-0.1744072657132319,3.0
310113,1,8,10,6,7,10,5,2,3) # of groups=5,-0.0478987998885623,3.0
310115,1,8,8,5,3,9,5,2,3) # of groups=5,0.3561323784161134,4.0
310118,1,8,7,2,3,8,4,1,2) # of groups=4,-1.0123673308586136,1.0
310119,1,8,7,4,6,8,5,2,3) # of groups=5,-1.3746044371378503,nan
310130,1,8,7,5,4,8,5,2,3) # of groups=5,0.4740260723224949,5.0
320001,1,8,9,6,7,9,5,2,3) # of groups=5,-0.5065603964991612,2.0
320002,1,8,10,6,7,10,5,2,3) # of groups=5,0.5319110142234453,5.0
320003,0,0,4,2,1,7,2,0,,-0.0224368168964005,N/A
320004,1,8,10,6,5,10,5,2,3) # of groups=5,-0.3321463291040948,2.0
320005,1,8,10,6,7,11,5,2,3) # of groups=5,-0.3682392664021567,2.0
320006,1,8,7,5,4,10,5,2,3) # of groups=5,-0.4610990024610106,2.0
320009,1,8,9,7,7,8,5,2,3) # of groups=5,0.0104271023537258,3.0
320011,1,8,5,1,3,9,4,1,2) # of groups=4,-0.3064431764700546,2.0
320017,1,8,6,2,6,9,4,1,2) # of groups=4,-0.3491760448756738,2.0
320018,1,8,9,6,6,10,5,2,3) # of groups=5,-0.9256123555007572,1.0
320021,1,8,11,7,8,11,5,2,3) # of groups=5,-0.3408945347854445,2.0
320022,1,8,8,3,3,9,5,2,3) # of groups=5,-0.4667010536709132,2.0
320030,0,0,5,1,2,8,2,0,,0.2016967920435042,N/A
320033,0,8,4,1,1,8,3,0,1) # of groups=3,0.0100853850134462,N/A
320038,0,8,5,2,2,8,3,0,1) # of groups=3,-0.759999537905259,N/A
320059,0,8,3,2,2,4,3,0,1) # of groups=3,0.1495757699116685,N/A
32005F,1,8,6,5,4,5,5,2,3) # of groups=5,-0.5125111047585486,2.0
320060,0,0,1,0,0,3,1,0,,1.307836795596278,N/A
320061,1,8,3,1,3,4,4,1,2) # of groups=4,-0.2486407420360653,2.0
320062,0,0,1,0,0,2,0,0,,1.1681990276672185,N/A
320063,1,8,7,3,3,10,5,2,3) # of groups=5,-0.8407799277584485,1.0
320065,1,0,4,3,2,9,3,1,1) # of groups=3,-0.0530399500621139,3.0
320067,0,0,1,0,0,5,1,0,,-0.0579710213680415,N/A
320074,1,8,6,2,3,7,4,1,2) # of groups=4,-0.1642862967662706,2.0
320084,0,0,3,1,0,4,2,0,,-0.7129632350249038,N/A
320085,1,8,11,7,7,11,5,2,3) # of groups=5,-0.7228580845843704,1.0
320086,1,8,6,2,3,7,4,1,2) # of groups=4,0.010446564924067,3.0
320089,1,8,6,2,5,7,4,1,2) # of groups=4,-0.3166663246502341,2.0
320090,1,8,5,2,3,10,4,1,2) # of groups=4,-0.0122488292891182,3.0
320091,0,8,2,0,2,5,2,0,,-0.7987123125070175,N/A
321300,0,0,2,1,0,5,1,0,,0.5347450341008592,N/A
321301,0,0,1,0,0,6,1,0,,0.0700715254666846,N/A
321302,0,0,0,0,0,5,1,0,,-0.198703850450287,N/A
321304,0,0,1,0,0,2,0,0,,0.3702493435509958,N/A
321305,0,0,4,1,0,3,2,0,,-0.0392996203321112,N/A
321306,0,8,3,1,1,7,3,0,1) # of groups=3,-1.3151180653732677,N/A
321307,0,0,2,1,0,3,1,0,,0.2556389305369376,N/A
321308,0,0,3,1,0,5,2,0,,-0.0247114074451113,N/A
321309,0,8,4,2,1,9,3,0,1) # of groups=3,-0.0330260262667759,N/A
321310,1,8,5,3,1,10,4,1,2) # of groups=4,-0.5888886063275718,1.0
321311,0,8,8,2,2,8,3,0,1) # of groups=3,-0.6841406731547736,N/A
330005,1,8,11,7,8,9,5,2,3) # of groups=5,-0.0677136437277332,3.0
330006,1,8,6,3,4,7,5,2,3) # of groups=5,-0.4894887730676268,2.0
330008,1,8,5,3,2,8,4,1,2) # of groups=4,-0.4585641715307791,2.0
330009,1,8,5,4,6,9,5,2,3) # of groups=5,-0.5181756200701069,2.0
330011,1,8,9,6,7,10,5,2,3) # of groups=5,-0.3023631516470281,2.0
330013,1,8,11,7,8,8,5,2,3) # of groups=5,-0.4970315738403653,2.0
330014,1,8,6,6,6,8,5,2,3) # of groups=5,-0.4922091796370424,2.0
330019,1,8,6,6,2,7,4,1,2) # of groups=4,-1.0825209124483994,1.0
330023,1,8,10,7,8,10,5,2,3) # of groups=5,-0.2214087674974873,3.0
330024,1,8,11,7,8,10,5,2,3) # of groups=5,0.1307915359810644,4.0
330027,1,8,6,5,5,8,5,2,3) # of groups=5,-1.4060235220739827,nan
330028,1,8,10,6,8,6,5,2,3) # of groups=5,-0.5612127198244095,2.0
330030,1,8,6,3,4,9,5,2,3) # of groups=5,-0.2408285670992664,3.0
330033,1,8,6,3,2,8,4,1,2) # of groups=4,-0.3937418946273197,2.0
330043,1,8,11,7,8,9,5,2,3) # of groups=5,0.1920002085995781,4.0
330044,1,8,8,5,6,9,5,2,3) # of groups=5,-0.4407721550252688,2.0
330045,1,8,8,6,7,9,5,2,3) # of groups=5,0.4744090251529891,5.0
330046,1,8,11,7,8,10,5,2,3) # of groups=5,0.1615058876787506,4.0
330047,1,8,8,5,5,8,5,2,3) # of groups=5,-0.2851471594047269,2.0
330049,1,8,9,5,6,9,5,2,3) # of groups=5,0.4408294545717877,5.0
330055,1,8,10,6,7,9,5,2,3) # of groups=5,0.539643132832817,5.0
330056,1,8,9,6,8,8,5,2,3) # of groups=5,-0.5141122142543444,2.0
330057,1,8,11,7,8,10,5,2,3) # of groups=5,0.1548441549059561,4.0
330058,1,8,7,4,6,9,5,2,3) # of groups=5,-0.5675351824376091,2.0
330059,1,8,11,7,8,10,5,2,3) # of groups=5,-0.1784935193153009,3.0
330065,1,8,6,4,6,9,5,2,3) # of groups=5,-0.3144643662550857,2.0
330073,1,8,9,3,6,8,5,2,3) # of groups=5,-0.3502335427497577,2.0
330074,1,8,7,5,7,9,5,2,3) # of groups=5,-0.6402501643750172,1.0
330078,1,8,7,4,8,9,5,2,3) # of groups=5,-0.0310766599291967,3.0
330079,1,8,9,2,4,9,4,1,2) # of groups=4,-0.3236588162883623,2.0
330080,1,8,5,4,6,8,5,2,3) # of groups=5,-0.9313807884806972,1.0
330084,1,8,8,3,2,9,4,1,2) # of groups=4,-0.438899200486349,2.0
330085,1,8,7,4,3,8,5,2,3) # of groups=5,-0.5762489175271657,2.0
330086,0,0,4,2,2,7,2,0,,0.2895137418766096,N/A
330090,1,8,10,6,6,10,5,2,3) # of groups=5,-0.7204557875460018,1.0
330094,1,8,9,4,6,9,5,2,3) # of groups=5,-0.6729719842549718,1.0
330096,1,8,8,3,2,9,4,1,2) # of groups=4,0.4817999664533583,4.0
33009F,1,8,5,4,4,4,5,2,3) # of groups=5,-0.2646781893887524,2.0
330100,0,0,1,0,0,2,0,0,,1.0482397469577929,N/A
330101,1,8,11,7,8,11,5,2,3) # of groups=5,0.7884596236080537,5.0
330102,1,8,7,5,7,9,5,2,3) # of groups=5,-0.3257060423124611,2.0
330103,1,8,10,6,7,10,5,2,3) # of groups=5,-0.5046309155334892,2.0
330104,1,8,9,6,7,9,5,2,3) # of groups=5,-0.3867991612450858,2.0
330106,1,8,11,7,7,10,5,2,3) # of groups=5,0.2997921546934532,4.0
330107,1,8,8,6,7,9,5,2,3) # of groups=5,-0.0333008503978813,3.0
330111,0,8,4,2,1,6,3,0,1) # of groups=3,-0.2965503523071328,N/A
330115,1,8,8,3,5,10,5,2,3) # of groups=5,-0.4048005154740486,2.0
330119,1,8,11,7,8,9,5,2,3) # of groups=5,0.2183386093226636,4.0
33011F,0,0,3,1,0,2,1,0,,1.0997478034175472,N/A
330125,1,8,11,7,8,9,5,2,3) # of groups=5,-0.4962566905769868,2.0
330126,1,8,10,6,8,10,5,2,3) # of groups=5,-0.0107482792251296,3.0
330127,1,8,6,6,6,8,5,2,3) # of groups=5,-0.8541404824965676,1.0
330128,1,8,7,5,6,8,5,2,3) # of groups=5,-0.193415993645379,3.0
33012F,1,8,6,5,4,5,5,2,3) # of groups=5,0.0306850679665318,3.0
330135,1,8,6,3,3,9,5,2,3) # of groups=5,-0.2308937268168469,3.0
330136,1,8,11,7,7,10,5,2,3) # of groups=5,-0.249453536371204,3.0
330140,1,8,9,7,8,8,5,2,3) # of groups=5,-0.398840328574742,2.0
330141,1,8,8,6,7,8,5,2,3) # of groups=5,-0.3899025614177544,2.0
330144,0,0,1,0,0,7,1,0,,-0.5330435494112042,N/A
33014F,0,0,4,3,0,0,2,1,,0.611962521104464,N/A
330151,1,8,6,3,1,7,4,1,2) # of groups=4,0.0019037407324866,3.0
330153,1,8,11,7,7,9,5,2,3) # of groups=5,-0.3187766926144939,2.0
330157,1,8,9,4,7,10,5,2,3) # of groups=5,-0.2469004669362496,3.0
330158,1,8,11,7,7,9,5,2,3) # of groups=5,-0.031593369781621,3.0
33015F,0,8,0,0,0,3,2,0,,0.1968306640596452,N/A
330160,1,8,11,7,7,9,5,2,3) # of groups=5,-0.6683572477423574,1.0
330162,1,8,10,6,8,9,5,2,3) # of groups=5,0.7726342572885486,5.0
330163,1,0,5,3,2,5,3,1,1) # of groups=3,-0.3833803422276604,3.0
330164,1,8,9,5,8,10,5,2,3) # of groups=5,-0.5977275363381365,2.0
330166,0,0,2,0,0,7,1,0,,0.0740280846511215,N/A
330169,1,8,9,6,6,9,5,2,3) # of groups=5,0.2285996169491673,4.0
33016F,1,8,5,4,4,5,5,2,3) # of groups=5,-0.2450071394433481,3.0
330175,1,8,8,3,3,10,5,2,3) # of groups=5,0.2237861760161142,4.0
33017F,1,8,6,5,2,6,4,1,2) # of groups=4,-0.7545475585283495,1.0
330180,1,8,9,6,6,9,5,2,3) # of groups=5,-0.1611554523285622,3.0
330181,1,8,6,5,3,8,5,2,3) # of groups=5,0.4458764180211788,5.0
330182,1,8,11,7,7,8,5,2,3) # of groups=5,0.6266931961176434,5.0
330184,1,8,7,5,6,9,5,2,3) # of groups=5,-0.5702920721960628,2.0
330185,1,8,8,6,7,7,5,2,3) # of groups=5,0.3742372711967172,4.0
330188,1,8,7,4,6,10,5,2,3) # of groups=5,0.1529604818318982,4.0
330191,1,8,9,6,6,10,5,2,3) # of groups=5,-0.4899986951308186,2.0
330193,1,8,5,5,6,9,5,2,3) # of groups=5,-0.5433775739184389,2.0
330194,1,8,11,7,8,9,5,2,3) # of groups=5,-0.4906863128046806,2.0
330195,1,8,10,6,8,11,5,2,3) # of groups=5,-0.0827440412408301,3.0
330196,1,8,7,6,6,9,5,2,3) # of groups=5,-0.7028022646703357,1.0
330197,1,8,9,5,5,10,5,2,3) # of groups=5,-0.6257115611565437,2.0
330198,1,8,10,6,8,10,5,2,3) # of groups=5,-0.2663624557028242,2.0
330199,1,8,3,1,6,7,4,1,2) # of groups=4,-0.4877833322527705,2.0
33019F,1,8,5,3,4,5,5,2,3) # of groups=5,-0.6862145166236888,1.0
330202,1,8,4,5,6,8,5,2,3) # of groups=5,-0.6274383494034539,2.0
330203,1,8,8,6,8,10,5,2,3) # of groups=5,-0.3143118934373243,2.0
330204,1,8,6,5,6,8,5,2,3) # of groups=5,-0.3758752037413626,2.0
