PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp,summary_score,star
140114,1,8,11,7,7,10,5,2,3) # of groups=5,-0.4421641335736904,2.0
140115,0,8,5,1,2,7,3,0,1) # of groups=3,0.257062211009628,N/A
140116,1,8,11,7,7,11,5,2,3) # of groups=5,0.6395252214334797,5.0
140117,1,8,9,7,7,10,5,2,3) # of groups=5,0.2860150658318512,4.0
140119,1,8,11,7,8,10,5,2,3) # of groups=5,0.7665874492107196,5.0
140120,1,8,6,5,2,10,4,1,2) # of groups=4,0.1709824473383309,3.0
140122,1,8,9,7,8,10,5,2,3) # of groups=5,0.3907770096354319,4.0
140124,1,8,8,5,7,9,5,2,3) # of groups=5,-0.4548206787551745,2.0
140125,1,8,6,3,4,7,5,2,3) # of groups=5,-1.1059571642293398,1.0
140127,1,8,8,6,7,10,5,2,3) # of groups=5,0.0285213096011948,3.0
140130,1,8,10,6,8,11,5,2,3) # of groups=5,0.7592751244316638,5.0
140133,1,8,5,4,2,7,4,1,2) # of groups=4,-0.5619636782453241,1.0
140135,1,8,10,6,7,11,5,2,3) # of groups=5,-0.0121073207260416,3.0
140137,0,0,4,2,1,6,2,0,,-0.050621593363916,N/A
140143,1,8,7,3,3,9,5,2,3) # of groups=5,0.1196237796182823,4.0
140145,0,8,5,2,2,9,3,0,1) # of groups=3,0.3780100969632532,N/A
140147,1,8,6,3,2,9,4,1,2) # of groups=4,-0.1068869449640861,2.0
140148,1,8,11,7,8,10,5,2,3) # of groups=5,-0.4422599106356256,2.0
140150,1,8,9,6,8,9,5,2,3) # of groups=5,-0.2248108980763524,3.0
140155,1,8,10,5,6,11,5,2,3) # of groups=5,0.3277865360960146,4.0
140158,1,8,5,4,1,4,4,1,2) # of groups=4,-0.4555131320878918,2.0
140160,1,8,9,5,6,11,5,2,3) # of groups=5,-0.1898419171482527,3.0
140161,1,8,7,4,3,9,5,2,3) # of groups=5,-0.0036142342131147,3.0
140162,1,8,8,7,7,8,5,2,3) # of groups=5,-0.6615323089434283,1.0
140164,1,8,11,7,7,9,5,2,3) # of groups=5,-0.3317781020818006,2.0
140166,1,8,8,6,7,11,5,2,3) # of groups=5,-0.5333062335666666,2.0
140167,0,0,4,2,1,7,2,0,,-0.3110992148866849,N/A
140172,1,8,10,6,7,10,5,2,3) # of groups=5,-0.5157181920651795,2.0
140174,1,8,10,7,6,9,5,2,3) # of groups=5,-0.1816012463997869,3.0
140177,0,0,2,1,3,6,2,1,,-0.3178752100329252,N/A
140179,1,8,10,6,7,10,5,2,3) # of groups=5,-0.1797127968316783,3.0
140180,1,8,10,6,6,9,5,2,3) # of groups=5,-0.0356467729136732,3.0
140181,0,0,2,2,4,5,2,1,,-1.5223011725128794,N/A
140182,1,8,10,6,7,9,5,2,3) # of groups=5,0.0424600233701523,3.0
140184,1,8,7,5,4,9,5,2,3) # of groups=5,-0.2242180069584521,3.0
140185,1,8,9,7,7,11,5,2,3) # of groups=5,0.1165552429476562,4.0
140186,1,8,11,7,7,10,5,2,3) # of groups=5,0.3181101945229814,4.0
140187,1,8,11,7,7,11,5,2,3) # of groups=5,0.2331615521787778,4.0
140189,1,8,10,6,7,11,5,2,3) # of groups=5,-0.8925179575230376,1.0
140191,1,8,9,6,7,11,5,2,3) # of groups=5,-0.365663210151001,2.0
140197,0,0,1,0,1,5,1,0,,0.1128110405310131,N/A
140200,1,8,11,7,8,11,5,2,3) # of groups=5,0.345052044556945,4.0
140202,1,8,9,7,7,11,5,2,3) # of groups=5,0.3158926477926224,4.0
140206,1,8,5,3,4,8,5,2,3) # of groups=5,-0.4770371186626043,2.0
140208,1,8,11,7,8,10,5,2,3) # of groups=5,-0.4549210007168099,2.0
140209,1,8,9,7,7,10,5,2,3) # of groups=5,-0.2953583272085004,2.0
140210,1,8,6,3,2,10,4,1,2) # of groups=4,0.2555202710090339,3.0
140211,1,8,10,6,7,10,5,2,3) # of groups=5,0.6060984406560875,5.0
140213,1,8,9,7,8,11,5,2,3) # of groups=5,0.3557250254460218,4.0
140217,1,8,8,5,6,9,5,2,3) # of groups=5,-0.1672283968979483,3.0
140223,1,8,11,7,8,10,5,2,3) # of groups=5,0.5163879693789177,5.0
140224,1,8,8,5,7,9,5,2,3) # of groups=5,0.246615829523792,4.0
140228,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1423318550992884,3.0
140231,1,8,11,7,8,10,5,2,3) # of groups=5,0.5230328099696319,5.0
140233,1,8,11,7,7,9,5,2,3) # of groups=5,-0.5715532838651947,2.0
140234,1,0,7,4,3,10,4,2,2) # of groups=4,0.1813922754211684,3.0
140239,1,8,11,7,7,10,5,2,3) # of groups=5,-0.2382506371008959,3.0
140242,1,8,11,7,8,10,5,2,3) # of groups=5,0.6567832974968872,5.0
140251,1,8,6,5,6,7,5,2,3) # of groups=5,-0.6602245321792257,1.0
140252,1,8,11,7,7,10,5,2,3) # of groups=5,0.4594165777162344,5.0
140258,1,8,11,7,8,10,5,2,3) # of groups=5,0.5636490629874595,5.0
140275,1,8,9,4,5,9,5,2,3) # of groups=5,-0.2595874905208698,3.0
140276,1,8,11,7,8,10,5,2,3) # of groups=5,-0.1808433022365533,3.0
140280,1,8,11,7,8,8,5,2,3) # of groups=5,-0.470947982931041,2.0
140281,1,8,11,7,8,10,5,2,3) # of groups=5,0.6790422115303782,5.0
140286,1,8,9,6,7,10,5,2,3) # of groups=5,0.5122790924351417,5.0
140288,1,8,9,7,8,11,5,2,3) # of groups=5,-0.0171689139482179,3.0
140289,1,8,10,6,8,10,5,2,3) # of groups=5,0.2911702676530797,4.0
140290,1,8,10,6,8,10,5,2,3) # of groups=5,0.3651185928001955,4.0
140291,1,8,9,7,8,11,5,2,3) # of groups=5,0.3090215893735712,4.0
140292,1,8,6,5,6,8,5,2,3) # of groups=5,-0.0186859097055263,3.0
140294,0,8,6,2,2,7,3,0,1) # of groups=3,-0.0438322483947692,N/A
140300,0,0,1,0,1,7,1,0,,0.0309982606043298,N/A
140304,1,8,8,5,5,10,5,2,3) # of groups=5,0.4403430569511653,5.0
14034F,1,8,4,3,1,5,4,1,2) # of groups=4,-0.0313073061345372,3.0
141300,0,0,2,1,0,1,0,0,,-0.3321016333353976,N/A
141301,0,0,3,0,0,6,2,0,,0.8099553669203311,N/A
141302,0,8,2,0,1,1,1,0,,0.2937225016243452,N/A
141303,0,0,1,0,0,1,0,0,,0.2613483555876785,N/A
141304,0,0,1,0,0,4,1,0,,1.050266703111372,N/A
141305,0,8,3,2,0,3,3,0,1) # of groups=3,0.2056544631823456,N/A
141306,0,0,1,0,0,1,0,0,,-0.0002188745649307,N/A
141307,0,0,1,0,0,5,1,0,,0.5453158793438496,N/A
141308,0,0,0,0,0,4,1,0,,0.9436507813750618,N/A
141309,0,0,2,0,0,7,1,0,,0.2827448866890779,N/A
141310,0,0,4,2,1,5,2,0,,0.2565869868653845,N/A
141311,1,0,5,3,0,8,3,1,1) # of groups=3,-0.587816630709124,2.0
141312,0,0,2,1,0,1,0,0,,0.3795162696541502,N/A
141313,0,0,2,0,0,6,1,0,,0.6940727081132794,N/A
141315,0,0,4,2,0,5,2,0,,0.7389996355759975,N/A
141316,0,8,3,2,0,2,2,0,,0.7060004913185987,N/A
141317,0,8,6,2,2,6,3,0,1) # of groups=3,0.495708807224218,N/A
141318,0,0,2,0,0,7,1,0,,-0.2688553532708852,N/A
141319,0,8,4,1,1,3,3,0,1) # of groups=3,0.1803046387514837,N/A
141320,1,8,5,3,1,7,4,1,2) # of groups=4,-0.593743466842051,1.0
141321,0,0,1,1,0,2,0,0,,0.1622272402722278,N/A
141322,1,8,6,3,1,5,4,1,2) # of groups=4,-0.4450819135890476,2.0
141323,0,0,4,2,0,4,2,0,,-0.2313062885774946,N/A
141324,0,8,4,2,2,3,3,0,1) # of groups=3,-0.537922405806983,N/A
141325,0,0,4,1,0,6,2,0,,1.0694680359069684,N/A
141326,1,0,4,3,0,5,3,1,1) # of groups=3,-0.7828178812207843,2.0
141327,0,8,6,1,1,8,3,0,1) # of groups=3,-0.1195457926497073,N/A
141328,0,0,4,3,0,1,2,1,,-0.2670194573409025,N/A
141329,0,0,0,0,0,3,1,0,,0.5873030947158828,N/A
141330,0,0,3,0,0,4,2,0,,-0.2622108950763788,N/A
141331,0,0,3,1,1,2,1,0,,-0.3428749990903271,N/A
141332,0,0,3,1,0,4,2,0,,-0.585852049798133,N/A
141333,0,0,1,0,0,1,0,0,,-0.3294643067207212,N/A
141334,0,8,3,0,0,7,3,0,1) # of groups=3,1.003233450043642,N/A
141335,0,0,2,0,1,7,1,0,,0.6087419919732476,N/A
141336,1,8,5,3,1,5,4,1,2) # of groups=4,-0.2224581715866807,2.0
141337,0,0,6,1,0,6,2,0,,0.5388833979505717,N/A
141338,0,0,3,1,0,5,2,0,,0.0070129851405117,N/A
141339,1,8,6,3,1,6,4,1,2) # of groups=4,-0.4279893334481031,2.0
141340,0,0,5,1,0,7,2,0,,-0.433347325942256,N/A
141341,0,0,2,2,0,3,1,0,,0.6912703407686102,N/A
141342,0,0,3,1,0,6,2,0,,-0.6681931254562943,N/A
141343,0,8,3,2,0,7,3,0,1) # of groups=3,0.5712706566528186,N/A
141344,0,0,2,1,0,1,0,0,,1.0153629513698288,N/A
141345,1,8,5,3,1,4,4,1,2) # of groups=4,0.0683913759994486,3.0
141346,0,0,3,2,0,0,1,0,,-0.2582182876705692,N/A
141347,0,0,3,2,0,2,1,0,,-0.0131865248305854,N/A
141348,0,8,4,2,2,7,3,0,1) # of groups=3,0.7267257865276766,N/A
141349,0,8,4,1,1,2,2,0,,0.2128927803734301,N/A
141350,1,8,9,3,2,8,4,1,2) # of groups=4,0.3254530698693758,4.0
141351,0,0,5,1,0,4,2,0,,0.0113879370647149,N/A
141352,0,0,2,0,0,7,1,0,,-1.61503538483471,N/A
150001,1,8,7,4,3,11,5,2,3) # of groups=5,0.2351075295255838,4.0
150002,1,8,9,6,6,10,5,2,3) # of groups=5,-0.6278275955691806,2.0
150005,1,8,10,5,8,12,5,2,3) # of groups=5,0.6366743386087756,5.0
150006,1,8,9,6,5,10,5,2,3) # of groups=5,-0.1818623500023235,3.0
150007,1,8,10,5,5,10,5,2,3) # of groups=5,-0.0144554020547383,3.0
150008,1,8,8,6,5,9,5,2,3) # of groups=5,-0.056007476687001,3.0
150009,1,8,8,6,8,9,5,2,3) # of groups=5,-0.2511600300555035,3.0
150010,1,8,9,5,5,9,5,2,3) # of groups=5,0.0321261834424054,3.0
150011,1,8,9,5,4,10,5,2,3) # of groups=5,-0.1561802260034447,3.0
150012,1,8,11,7,7,10,5,2,3) # of groups=5,-0.2447974637096657,3.0
150015,1,8,10,6,7,11,5,2,3) # of groups=5,-0.2153981882801494,3.0
150017,1,8,8,7,6,10,5,2,3) # of groups=5,-0.2065278778599827,3.0
150018,1,8,11,7,8,10,5,2,3) # of groups=5,0.2258606460766494,4.0
150021,1,8,11,7,7,10,5,2,3) # of groups=5,-0.088831864361904,3.0
150022,1,8,6,4,2,9,4,1,2) # of groups=4,0.7883199514242477,5.0
150023,1,8,11,7,7,11,5,2,3) # of groups=5,0.0607567470414188,4.0
150024,1,8,8,6,6,9,5,2,3) # of groups=5,0.0715777746116503,4.0
150026,1,8,9,6,6,10,5,2,3) # of groups=5,-0.2443989324540827,3.0
15002F,0,0,4,3,1,0,2,1,,0.9432266821898704,N/A
150030,1,8,7,3,3,10,5,2,3) # of groups=5,0.2231853726159958,4.0
150034,1,8,9,7,8,11,5,2,3) # of groups=5,0.0242537614250192,3.0
150035,1,8,11,7,8,11,5,2,3) # of groups=5,0.0430970160490359,3.0
150037,1,8,9,4,3,11,5,2,3) # of groups=5,-0.2798416897966095,2.0
15003F,1,8,6,5,4,6,5,2,3) # of groups=5,0.4558616867319344,5.0
150042,1,8,10,6,6,11,5,2,3) # of groups=5,-0.012734831414679,3.0
150044,1,8,9,7,7,11,5,2,3) # of groups=5,-0.4261703510986506,2.0
150045,0,8,4,2,2,10,3,0,1) # of groups=3,0.9112639666115508,N/A
150046,1,8,11,6,5,9,5,2,3) # of groups=5,-0.0197815885733551,3.0
150047,0,8,2,0,1,7,2,0,,0.5626303657995433,N/A
150048,1,8,11,7,7,11,5,2,3) # of groups=5,0.1673823191570812,4.0
15004F,0,8,0,0,0,4,2,0,,0.4244235020172786,N/A
150051,1,8,11,7,8,10,5,2,3) # of groups=5,0.1040705365883337,4.0
150056,1,8,11,7,8,11,5,2,3) # of groups=5,-0.1409282230766443,3.0
150057,1,8,8,3,5,10,5,2,3) # of groups=5,0.5602919852296273,5.0
150058,1,8,11,7,7,9,5,2,3) # of groups=5,-0.1553093852266817,3.0
150059,1,8,10,6,5,10,5,2,3) # of groups=5,-0.1939336379653232,3.0
150061,1,8,8,4,2,8,4,1,2) # of groups=4,-0.0247847045158133,3.0
150065,1,8,9,4,4,11,5,2,3) # of groups=5,0.5203236113348839,5.0
150069,1,8,8,4,3,11,5,2,3) # of groups=5,-0.2501163875168352,3.0
150072,1,8,8,3,2,9,4,1,2) # of groups=4,0.2352675941911183,3.0
150074,1,8,11,7,7,10,5,2,3) # of groups=5,-0.2880138457081324,2.0
150075,1,8,6,3,2,8,4,1,2) # of groups=4,0.3409447638286983,4.0
150076,1,8,7,3,2,10,4,1,2) # of groups=4,-0.1018967037408839,2.0
150082,1,8,11,7,7,10,5,2,3) # of groups=5,-0.4427343082812398,2.0
150084,1,8,11,7,8,9,5,2,3) # of groups=5,0.0845180891882565,4.0
150086,1,8,7,4,5,11,5,2,3) # of groups=5,0.4608852144350627,5.0
150088,1,8,9,4,6,10,5,2,3) # of groups=5,-0.2506486228106381,3.0
150089,1,8,11,7,7,9,5,2,3) # of groups=5,-0.0833965948941329,3.0
150090,1,8,7,6,7,9,5,2,3) # of groups=5,-0.2541152100969548,3.0
150091,0,8,5,2,2,10,3,0,1) # of groups=3,0.2713270152725228,N/A
150097,1,8,9,4,4,10,5,2,3) # of groups=5,0.2696444999283475,4.0
150100,1,8,11,7,7,10,5,2,3) # of groups=5,0.1615906838957028,4.0
150101,1,8,5,3,2,10,4,1,2) # of groups=4,0.6363734730819955,5.0
150102,0,0,4,2,0,7,2,0,,-0.4822487641873645,N/A
150104,1,8,9,5,3,10,5,2,3) # of groups=5,0.1986148595525442,4.0
150109,1,8,11,7,7,10,5,2,3) # of groups=5,-0.2163823359226566,3.0
150112,1,8,11,7,7,10,5,2,3) # of groups=5,0.2417573422242297,4.0
150113,1,8,9,5,7,11,5,2,3) # of groups=5,-0.0588310977447652,3.0
150115,1,8,10,5,3,10,5,2,3) # of groups=5,0.070183891528168,4.0
150125,1,8,11,7,8,10,5,2,3) # of groups=5,-0.3349614182835575,2.0
150126,1,8,9,7,7,10,5,2,3) # of groups=5,-0.4269516050138421,2.0
150128,1,8,8,6,8,11,5,2,3) # of groups=5,-0.6188568995410849,2.0
150133,1,8,9,4,3,10,5,2,3) # of groups=5,-0.4234541414871695,2.0
150146,1,8,5,3,2,9,4,1,2) # of groups=4,0.1457079022072143,3.0
150149,1,8,1,0,4,5,3,1,1) # of groups=3,0.4976056071462913,5.0
150150,1,8,6,3,4,8,5,2,3) # of groups=5,0.3686828358319445,4.0
150153,1,8,5,4,4,5,5,2,3) # of groups=5,1.0191873257515385,5.0
150157,1,8,6,4,5,8,5,2,3) # of groups=5,0.1461477200551745,4.0
150158,1,8,10,6,7,11,5,2,3) # of groups=5,0.2926149063063167,4.0
150160,0,8,3,0,2,3,3,0,1) # of groups=3,2.029984519864656,N/A
150161,1,8,9,6,8,10,5,2,3) # of groups=5,0.4769195232069985,5.0
150162,1,8,11,7,8,11,5,2,3) # of groups=5,-0.3038057097401718,2.0
150165,1,8,7,5,7,8,5,2,3) # of groups=5,0.1785233240712076,4.0
150166,0,8,4,0,2,3,3,0,1) # of groups=3,-0.5900566777730718,N/A
150167,0,8,3,0,2,2,2,0,,0.94523588198849,N/A
150168,0,8,3,0,2,3,3,0,1) # of groups=3,0.6873615839377967,N/A
150169,1,8,7,5,8,11,5,2,3) # of groups=5,0.133239230812434,4.0
150172,0,8,4,0,2,3,3,0,1) # of groups=3,0.3069414147255467,N/A
150173,1,8,11,7,7,10,5,2,3) # of groups=5,0.2060137985542705,4.0
150177,0,0,3,0,2,2,1,0,,-0.0120100187337324,N/A
150179,0,0,1,0,1,2,0,0,,0.5721955879375367,N/A
150181,0,8,6,2,2,8,3,0,1) # of groups=3,0.9775112130254516,N/A
150183,0,8,5,2,2,7,3,0,1) # of groups=3,0.7782767752206641,N/A
150191,0,0,0,0,0,2,0,0,,1.4667062937221789,N/A
150193,0,0,1,0,0,2,0,0,,1.3455870807040526,N/A
151300,0,8,2,0,0,3,2,0,,0.141471034588008,N/A
151301,0,0,2,0,0,6,1,0,,-0.0432784835306604,N/A
151302,0,0,3,1,0,6,2,0,,0.805317122754321,N/A
151303,0,0,2,0,0,5,1,0,,0.6642642912399231,N/A
151304,0,0,5,1,0,6,2,0,,0.4472483981773101,N/A
151305,0,0,2,1,0,7,1,0,,0.4627621179880622,N/A
151306,0,0,4,1,0,5,2,0,,0.4498849559838936,N/A
151307,0,0,5,2,0,5,2,0,,0.6163910289605221,N/A
151308,0,0,2,0,0,6,1,0,,0.6528590119302374,N/A
151309,0,0,2,0,0,5,1,0,,-0.259821815214568,N/A
151310,1,8,6,3,1,8,4,1,2) # of groups=4,0.1747339389279803,3.0
151311,0,0,6,2,1,7,2,0,,0.2812892075402553,N/A
151312,1,0,7,4,1,7,3,1,1) # of groups=3,0.3472720644854764,4.0
151313,0,0,4,1,1,3,2,0,,0.3242432200354536,N/A
151314,0,0,2,0,0,5,1,0,,-0.7465385362057685,N/A
151315,0,8,4,1,1,8,3,0,1) # of groups=3,0.2726676525429131,N/A
151316,0,0,4,1,0,7,2,0,,0.274571730104409,N/A
151317,1,8,6,3,0,3,4,1,2) # of groups=4,0.363445537600901,4.0
151318,1,8,6,3,1,7,4,1,2) # of groups=4,-1.1134291086467585,1.0
151319,0,0,2,0,0,4,1,0,,0.0347638654527013,N/A
151320,0,0,4,1,0,6,2,0,,0.860380099603217,N/A
151322,1,0,5,3,0,4,3,1,1) # of groups=3,-0.1198208037071027,3.0
151323,0,8,5,2,1,8,3,0,1) # of groups=3,0.7653043372742632,N/A
151324,0,0,5,1,0,7,2,0,,0.7154779606040681,N/A
151325,0,0,1,0,1,5,1,0,,-2.9426592527100923,N/A
151326,1,0,5,3,0,6,3,1,1) # of groups=3,0.2923489869457957,4.0
151327,0,0,4,1,0,5,2,0,,-0.0256710698038422,N/A
151328,1,0,8,4,2,7,3,1,1) # of groups=3,0.5325615265034227,5.0
151329,1,8,8,3,2,9,4,1,2) # of groups=4,-0.3628639311637138,2.0
151330,0,8,5,2,1,9,3,0,1) # of groups=3,0.233619951018746,N/A
151331,1,8,5,3,0,7,4,1,2) # of groups=4,0.2489185877066979,3.0
151332,1,8,7,3,1,9,4,1,2) # of groups=4,-0.2764797146838131,2.0
151333,1,0,5,3,0,5,3,1,1) # of groups=3,0.6416615256252403,5.0
151334,1,0,5,3,0,8,3,1,1) # of groups=3,0.0538487721266132,4.0
160001,0,8,5,2,1,9,3,0,1) # of groups=3,0.1237930151473909,N/A
160005,1,8,8,3,3,8,5,2,3) # of groups=5,-0.2004291372146198,3.0
160013,0,8,5,2,2,8,3,0,1) # of groups=3,0.0482626284988804,N/A
160016,1,8,7,5,5,9,5,2,3) # of groups=5,-0.3119340906871475,2.0
160028,1,8,6,4,6,10,5,2,3) # of groups=5,0.0941359127553405,4.0
160029,1,0,10,6,5,9,4,2,2) # of groups=4,-0.0708997640281854,3.0
160030,1,8,10,6,7,10,5,2,3) # of groups=5,0.3418828594952575,4.0
160032,0,8,7,2,1,11,3,0,1) # of groups=3,0.7094370969507848,N/A
160033,1,8,11,7,7,11,5,2,3) # of groups=5,-0.1704867453793158,3.0
16003F,1,8,5,3,3,4,5,2,3) # of groups=5,0.4263039434134411,5.0
160040,0,8,5,1,2,7,3,0,1) # of groups=3,0.6505024684844283,N/A
160045,1,8,11,7,7,11,5,2,3) # of groups=5,0.2944309564584568,4.0
160047,1,8,8,6,7,9,5,2,3) # of groups=5,-0.1455487855608304,3.0
16004F,1,8,6,4,4,4,5,2,3) # of groups=5,0.661037248162779,5.0
160057,1,8,10,6,7,11,5,2,3) # of groups=5,0.2080625099745818,4.0
160058,1,8,11,7,8,10,5,2,3) # of groups=5,-0.0471908465486478,3.0
160064,1,8,11,7,7,10,5,2,3) # of groups=5,-0.0898002211215872,3.0
160067,1,8,10,5,7,10,5,2,3) # of groups=5,0.2185293224081091,4.0
160069,1,8,7,7,6,9,5,2,3) # of groups=5,0.6323360149231491,5.0
160079,1,8,11,7,7,11,5,2,3) # of groups=5,0.0682112627202786,4.0
160080,1,8,9,5,4,10,5,2,3) # of groups=5,-0.1390388633528054,3.0
160082,1,8,11,7,8,10,5,2,3) # of groups=5,-0.2199394285024244,3.0
160083,1,8,11,7,8,10,5,2,3) # of groups=5,-0.0045171378634569,3.0
160089,1,8,6,5,2,9,4,1,2) # of groups=4,-0.0402486308613302,3.0
160101,1,8,5,0,5,8,4,1,2) # of groups=4,-0.2492904053096949,2.0
160104,1,8,6,5,5,8,5,2,3) # of groups=5,-0.1726468706842377,3.0
160110,1,8,11,7,7,10,5,2,3) # of groups=5,0.154307371504508,4.0
160112,1,8,9,4,3,9,5,2,3) # of groups=5,0.4241873018520375,5.0
160117,1,8,7,5,5,9,5,2,3) # of groups=5,0.7102571665620878,5.0
160124,1,8,7,3,3,8,5,2,3) # of groups=5,-0.3143950303706543,2.0
160146,1,8,7,6,7,8,5,2,3) # of groups=5,-0.4510138495102311,2.0
160147,1,8,8,4,2,9,4,1,2) # of groups=4,0.2366237618731107,3.0
160153,1,8,9,7,7,8,5,2,3) # of groups=5,-0.6315135818798653,2.0
161300,0,0,1,0,0,3,1,0,,0.9857008853628134,N/A
161301,0,8,2,1,0,3,2,0,,0.5601842314011902,N/A
161302,0,8,3,1,1,6,3,0,1) # of groups=3,0.9934710633987324,N/A
161303,0,0,3,0,0,4,2,0,,0.9483932132719816,N/A
161304,0,0,2,0,0,6,1,0,,1.2421936517115548,N/A
161305,0,0,1,0,0,2,0,0,,-0.1991927263945169,N/A
161306,0,0,4,2,0,4,2,0,,0.3131352643162781,N/A
161307,0,0,3,1,1,8,2,0,,0.689555956497868,N/A
161308,0,0,3,1,0,6,2,0,,0.2266095324154906,N/A
161309,0,0,2,0,0,6,1,0,,1.0769193349493964,N/A
161310,0,0,1,0,0,3,1,0,,0.9567086873781204,N/A
161311,0,0,3,1,0,4,2,0,,0.0585632083259923,N/A
161312,0,0,1,0,0,5,1,0,,1.3234490750607335,N/A
161313,0,0,2,0,0,6,1,0,,0.1240684699165428,N/A
161314,0,0,2,0,0,4,1,0,,0.7199319049222533,N/A
161315,0,0,0,0,0,2,0,0,,0.1040194047302018,N/A
161316,0,0,2,1,0,5,1,0,,0.6338290143498609,N/A
161317,0,0,4,1,0,4,2,0,,-0.0520936587379313,N/A
161318,0,8,3,1,0,1,2,0,,-0.3541464840758361,N/A
161319,0,0,1,0,0,4,1,0,,1.0418925432706807,N/A
161320,0,0,2,0,0,1,0,0,,0.7503145673582393,N/A
161321,0,0,2,0,0,2,0,0,,0.9569154951898216,N/A
161322,0,0,1,0,0,4,1,0,,0.953655996386492,N/A
161323,0,0,2,0,0,5,1,0,,0.3223663777235759,N/A
161324,0,0,1,0,0,3,1,0,,0.588331501573017,N/A
161325,0,0,3,1,0,5,2,0,,0.572353866892783,N/A
161326,0,0,3,1,0,3,2,0,,-0.6328079646994549,N/A
161327,0,0,1,0,0,5,1,0,,0.7376516956097856,N/A
161328,0,0,5,1,0,4,2,0,,0.5059405588873751,N/A
161329,0,0,2,1,0,5,1,0,,0.6725698072889956,N/A
161330,0,0,1,0,0,5,1,0,,0.5529543115389288,N/A
161331,0,0,2,0,0,4,1,0,,0.7059134470092365,N/A
161332,0,0,2,1,0,3,1,0,,1.0209705613209603,N/A
161333,0,0,2,0,0,3,1,0,,0.9673290337211476,N/A
161334,0,0,3,1,0,3,2,0,,-0.4560248864817702,N/A
161335,0,0,4,1,0,4,2,0,,0.9057466379536644,N/A
161336,0,0,2,1,0,4,1,0,,0.2879289734422057,N/A
161337,0,0,1,0,0,4,1,0,,1.2396993775308307,N/A
161338,0,0,1,0,0,3,1,0,,0.9558328060344158,N/A
161339,0,8,4,2,0,5,3,0,1) # of groups=3,0.5639914361976107,N/A
161340,0,0,2,1,0,2,0,0,,0.4141620840215022,N/A
161341,0,0,2,1,0,6,1,0,,-0.4586433195482434,N/A
161342,0,0,1,1,0,5,1,0,,-1.3081308046027522,N/A
161343,0,8,5,1,1,4,3,0,1) # of groups=3,0.5979318530475418,N/A
161344,0,0,4,2,0,2,1,0,,0.3236267247535896,N/A
161345,0,0,2,0,0,3,1,0,,0.4126892569929119,N/A
161346,0,8,4,1,0,4,3,0,1) # of groups=3,0.395822282030583,N/A
161347,1,0,4,3,0,5,3,1,1) # of groups=3,-0.240375937677976,3.0
161348,0,0,5,2,0,5,2,0,,0.5220646779709461,N/A
161349,0,0,4,2,0,5,2,0,,0.5116336725620234,N/A
161350,0,0,3,1,0,3,2,0,,-0.8445804580742697,N/A
161351,0,0,4,2,0,4,2,0,,-0.0360980646578997,N/A
161352,1,0,7,3,1,6,3,1,1) # of groups=3,0.3295297466754873,4.0
161353,1,8,4,3,1,6,4,1,2) # of groups=4,-1.4748232337212586,nan
161354,0,0,3,1,0,4,2,0,,0.8228357461514001,N/A
161355,0,0,2,1,0,6,1,0,,0.9851234814392428,N/A
161356,0,0,2,1,0,3,1,0,,-1.1786614620843403,N/A
161357,0,0,3,1,1,5,2,0,,-0.3446177849929741,N/A
161358,0,0,5,1,1,1,1,0,,-0.2842527051213317,N/A
161359,0,8,4,2,0,4,3,0,1) # of groups=3,-0.551870363688151,N/A
161360,0,8,4,2,1,4,3,0,1) # of groups=3,0.0809446079669743,N/A
161361,1,8,4,3,1,4,4,1,2) # of groups=4,1.2093407376715777,5.0
161362,0,8,5,2,0,5,3,0,1) # of groups=3,-0.6277642347668098,N/A
161363,1,8,8,3,0,4,4,1,2) # of groups=4,-0.1161378039444065,2.0
161364,0,8,6,2,1,6,3,0,1) # of groups=3,-0.3647598929250942,N/A
161365,1,8,6,3,1,8,4,1,2) # of groups=4,0.4822385333636953,4.0
161366,0,0,5,1,0,6,2,0,,0.5361808490248354,N/A
161367,1,8,6,3,2,8,4,1,2) # of groups=4,0.4806668837459636,4.0
161368,0,8,5,1,1,3,3,0,1) # of groups=3,0.5491720913290774,N/A
161369,0,8,4,2,0,4,3,0,1) # of groups=3,-0.2365691712592932,N/A
161370,0,0,3,1,0,4,2,0,,0.6327975009541207,N/A
161371,0,8,8,2,0,4,3,0,1) # of groups=3,0.9286606783763096,N/A
161372,0,0,2,1,0,4,1,0,,1.2777190735674269,N/A
161373,0,0,2,1,0,2,0,0,,-0.098290462611687,N/A
161374,1,8,4,3,0,6,4,1,2) # of groups=4,0.556147450273651,4.0
161375,1,8,7,3,1,4,4,1,2) # of groups=4,0.1526863915578582,3.0
161376,1,8,6,2,3,6,4,1,2) # of groups=4,0.4412162157116232,4.0
161377,0,0,4,0,0,6,2,0,,-0.0523463328553646,N/A
161378,0,0,1,0,0,2,0,0,,0.3036061366986907,N/A
161379,1,8,3,3,1,4,4,1,2) # of groups=4,0.3372108802031575,4.0
161380,0,0,4,2,0,5,2,0,,1.2846992219713962,N/A
161381,0,0,2,1,0,3,1,0,,-0.1262376800119312,N/A
