PROVIDER_ID,total_cnt,measure_wt,score_before_std,Mean,StdDev,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score
010045,3,0.3333333333333333,0.2590424685863204,-0.0683912357439267,0.7043713990035915,0.4648594545341236,-0.2371989903357489,-0.480645346081642,1.876022931402344,-0.0145211781815754
010046,6,0.1666666666666666,0.1028527657980625,-0.0683912357439267,0.7043713990035915,0.2431160631794989,-1.2959130685528846,1.1449985928747206,-0.5367961988623443,-0.2298344520679928
010049,4,0.25,-1.3273404873440795,-0.0683912357439267,0.7043713990035915,-1.7873372674998886,-0.1226969392030311,0.2604687729792911,0.1381476203417367,-0.0849864307099327
010051,0,,,-0.0683912357439267,0.7043713990035915,,,,,1.3907802080983844
010052,0,,,-0.0683912357439267,0.7043713990035915,,0.9755889956643764,,,-0.7688284948195058
010055,7,0.1428571428571428,-1.537305415337589,-0.0683912357439267,0.7043713990035915,-2.085425645719855,-0.6686873518972645,0.760160753118589,0.064338633906511,-0.8788370377681259
010056,7,0.1428571428571428,-0.1892296982808385,-0.0683912357439267,0.7043713990035915,-0.1715550385888052,0.7851572143496973,0.0644946197486481,0.7083654643257979,-1.2578258900623258
010058,0,,,-0.0683912357439267,0.7043713990035915,,0.334469541024832,0.7611955396676592,,0.072101415029353
010059,1,1.0,0.2084203917140664,-0.0683912357439267,0.7043713990035915,0.3929910099268265,0.6884446420813904,,,0.7587226347558857
010061,3,0.3333333333333333,-0.4017119667538203,-0.0683912357439267,0.7043713990035915,-0.4732172991143754,-0.1642540078529955,-1.8266054607962907,0.2549240642402242,-0.6927128408714056
010062,1,1.0,-0.4596995338659542,-0.0683912357439267,0.7043713990035915,-0.5555425712565485,-0.1148981938235625,0.8333166122868401,,-2.182455639454289
010065,3,0.3333333333333333,-0.371336782336716,-0.0683912357439267,0.7043713990035915,-0.4300934805435571,0.6278250492317845,-0.4992767884559017,0.6144659739117628,0.1018459897019586
010069,2,0.5,-0.4682062745126041,-0.0683912357439267,0.7043713990035915,-0.5676196383530883,0.8596429644636137,0.8333166122868401,0.2591694025116691,-2.142730931899933
010073,1,1.0,-1.402927664096566,-0.0683912357439267,0.7043713990035915,-1.8946488035154232,1.0730871118437266,0.7972560759772496,,0.7134239588014529
010078,6,0.1666666666666666,-0.0108793922866083,-0.0683912357439267,0.7043713990035915,0.0816498846186472,0.0306999800777189,-0.4740777147885339,-0.5283733653364128,-0.8151600725515029
010079,4,0.25,-0.7296771611440931,-0.0683912357439267,0.7043713990035915,-0.9388313130482384,-0.9665582766847328,0.3964105312058894,0.708053813479582,-0.8575193095896232
010083,6,0.1666666666666666,-0.0025604259976892,-0.0683912357439267,0.7043713990035915,0.0934603674132172,0.7672896812129166,0.2742385876314857,0.9130378334593277,0.3974470879909498
010085,6,0.1666666666666666,-0.1621937652108125,-0.0683912357439267,0.7043713990035915,-0.1331719737621083,-0.2680358924217761,-0.267562669239321,-0.2091034469664671,-0.4882469290514488
010086,3,0.3333333333333333,-1.0329075435390391,-0.0683912357439267,0.7043713990035915,-1.3693291765672535,0.9478051656819756,0.399863434129883,0.4870911061876874,-1.0782111000707637
010087,4,0.25,0.0920152483975815,-0.0683912357439267,0.7043713990035915,0.2277299793382018,-0.3261124744134953,0.0056589623501161,-0.6727019082973306,-0.1489357691769226
010089,4,0.25,-0.0805840622399447,-0.0683912357439267,0.7043713990035915,-0.0173102237161617,-0.7066757037811983,0.4695996616556365,-0.7270042997620156,-0.8028879543977722
010090,7,0.1428571428571428,-0.9633590726971648,-0.0683912357439267,0.7043713990035915,-1.2705908249813462,0.4231687613477686,0.153502753700779,-0.1046187330430868,-0.2760117099381925
010091,0,,,-0.0683912357439267,0.7043713990035915,,-0.0494554135293157,,,-0.4784085272555675
010092,7,0.1428571428571428,-0.6601318786715294,-0.0683912357439267,0.7043713990035915,-0.840097488008007,-0.0004568902273402,0.0182091158042211,-1.3212096324779912,-1.826104626910776
010095,0,,,-0.0683912357439267,0.7043713990035915,,0.7618825107845283,,,0.0718069813894841
010097,0,,,-0.0683912357439267,0.7043713990035915,,0.2119806155232995,0.1113791436531595,0.2477657378815148,-3.0826090348308
010099,2,0.5,-0.7212056367900596,-0.0683912357439267,0.7043713990035915,-0.9268042427185552,-0.3091433535160877,-0.7486065322085479,0.7708282123793662,-0.4656594252274268
010100,7,0.1428571428571428,-0.446726496356838,-0.0683912357439267,0.7043713990035915,-0.53712467761767,0.4811075402144352,0.3066427421147872,-0.1560007716929511,0.0879182384432554
010101,2,0.5,-0.1992390713086178,-0.0683912357439267,0.7043713990035915,-0.1857654012496665,-1.7663892434433175,-2.95822117282418,0.041270350864384,0.6918259279569272
010102,0,,,-0.0683912357439267,0.7043713990035915,,,,,-0.3499990931291806
010103,7,0.1428571428571428,-0.3521312539441247,-0.0683912357439267,0.7043713990035915,-0.4028272848692871,-0.3690920374366216,-0.0922917722550919,-0.0859739175138368,-0.001773827677504
010104,7,0.1428571428571428,-0.8827783497881329,-0.0683912357439267,0.7043713990035915,-1.1561899236627775,-0.7251625122047269,0.0944431626968172,-0.2320985569112364,-1.0790334346127746
010108,4,0.25,0.141521194412923,-0.0683912357439267,0.7043713990035915,0.2980138467487368,-0.2677268687920125,0.8750777481294194,0.6395957525863495,-0.7563723315544079
010110,0,,,-0.0683912357439267,0.7043713990035915,,,,,-0.4483975831953288
010112,2,0.5,-0.4989112817456477,-0.0683912357439267,0.7043713990035915,-0.6112117082135043,-0.265257673900764,-0.0428079870633653,-0.2710093372408615,-4.338801391715735
010113,7,0.1428571428571428,-0.7989455598918679,-0.0683912357439267,0.7043713990035915,-1.0371720447215609,0.3252645911744768,-0.215707605582426,-0.2301214089743929,-0.1060767180145875
010114,3,0.3333333333333333,0.2500340169108274,-0.0683912357439267,0.7043713990035915,0.4520701054943465,0.0562136757291789,-0.8222308795615777,-1.1690166369255452,0.1792829085796042
010118,4,0.25,-0.308020371276412,-0.0683912357439267,0.7043713990035915,-0.3402028189552646,-0.2375278698862274,0.3207070360828553,-1.2422754947656964,0.5060051524460596
010120,1,1.0,-2.581962826884841,-0.0683912357439267,0.7043713990035915,-3.568531593839031,-1.1784725181290114,0.1835002162723403,1.514977019420977,-1.0459868494155762
010125,3,0.3333333333333333,0.5336125357767357,-0.0683912357439267,0.7043713990035915,0.8546681088588506,0.8923156707849141,,1.429427319217491,0.4657439678415443
010126,2,0.5,-1.1633484622057289,-0.0683912357439267,0.7043713990035915,-1.554516875629442,0.7005089277259561,0.5448323218101165,-0.0466943049993891,0.4785114204983954
010128,2,0.5,-0.4657511110993114,-0.0683912357439267,0.7043713990035915,-0.564134029174797,-1.0887357439191585,,,-1.4145224930430849
010129,2,0.5,-1.051582854460133,-0.0683912357439267,0.7043713990035915,-1.3958426195428095,-0.4569818474207063,0.9054376849060208,1.011656695383595,0.28887227160726
010130,4,0.25,-0.7819476894266347,-0.0683912357439267,0.7043713990035915,-1.0130400733080729,-0.9775712099543892,-0.2611065462143401,1.3547385197766415,-0.9300406899828964
010131,6,0.1666666666666666,-0.3869230880160585,-0.0683912357439267,0.7043713990035915,-0.4522214455651225,0.6482658981651401,0.0408024867416615,-1.0217759934891355,-0.7556090107256753
010138,0,,,-0.0683912357439267,0.7043713990035915,,,,,-1.5094299092460504
010139,7,0.1428571428571428,-0.4846083916851043,-0.0683912357439267,0.7043713990035915,-0.5909058154972806,-1.2114686091920732,0.2962580081054282,-0.5082254351091066,0.2410661034266447
010144,7,0.1428571428571428,-0.2724596500839851,-0.0683912357439267,0.7043713990035915,-0.289717064930142,-1.786995929079692,0.1470402431242465,-0.0788082264275711,-0.1898536147071693
010148,3,0.3333333333333333,-0.7904152194305251,-0.0683912357439267,0.7043713990035915,-1.0250614728366003,-0.1255853980914641,,0.7451358622241678,-2.7230434704428768
010149,4,0.25,-0.9127506905734034,-0.0683912357439267,0.7043713990035915,-1.1987418228847924,0.6138972689122136,0.0225983880603463,0.2218168764131246,-0.8289415709832482
01014F,5,0.2,1.458096040562214,-0.0683912357439267,0.7043713990035915,2.1671624919261623,-0.9209668228900156,-1.874992580398027,0.34166522829555,-0.117813546638685
010150,0,,,-0.0683912357439267,0.7043713990035915,,0.48500664344961,0.6169533944292974,,-1.2130944818348108
010157,0,,,-0.0683912357439267,0.7043713990035915,,0.0105589111224194,0.7611955396676592,,-1.3712823568004926
010158,2,0.5,-1.8498420019977044,-0.0683912357439267,0.7043713990035915,-2.529135579289321,-0.8390221006180487,0.9054376849060208,1.0897290536545992,0.4255248172072383
010164,3,0.3333333333333333,-0.7079765096250871,-0.0683912357439267,0.7043713990035915,-0.908022777168298,0.0689809661856975,1.101799253960144,-0.0713860240281136,0.5134584473174996
010168,0,,,-0.0683912357439267,0.7043713990035915,,0.8754593962635272,-0.6155809149871383,1.6541901923298303,-2.09660796672818
010169,2,0.5,0.1974615805674977,-0.0683912357439267,0.7043713990035915,0.3774327246783467,0.8773934958502787,-0.1984169607988672,1.3697135239214109,-1.610456442459774
010173,1,1.0,0.0119145312493544,-0.0683912357439267,0.7043713990035915,0.1140105448728926,-0.1444839163158082,0.7611955396676592,1.955504275450784,-1.7035919358677418
010174,0,,,-0.0683912357439267,0.7043713990035915,,-1.6885894402065535,,,-0.253392273960585
010175,0,,,-0.0683912357439267,0.7043713990035915,,0.120763056144984,,,-0.1378293565585057
01019F,3,0.3333333333333333,1.2039546663668406,-0.0683912357439267,0.7043713990035915,1.806356566877412,2.097941040350472,0.399863434129883,0.1710784597354984,-0.6913603579165591
01021F,0,,,-0.0683912357439267,0.7043713990035915,,,,,-0.3172113588393757
011300,0,,,-0.0683912357439267,0.7043713990035915,,0.334469541024832,,,0.7469882759907285
011302,0,,,-0.0683912357439267,0.7043713990035915,,-0.0929434287348638,1.422401319449209,,-0.2311805414071023
011304,0,,,-0.0683912357439267,0.7043713990035915,,,,,1.5905243862078744
011305,2,0.5,-1.099480191412976,-0.0683912357439267,0.7043713990035915,-1.4638427357039694,-0.3650574769655503,-2.677836113325256,1.8867263113720063,0.5488129741322598
011306,0,,,-0.0683912357439267,0.7043713990035915,,-0.2154323542363966,,,0.2314090876353099
020001,7,0.1428571428571428,-0.205585113496177,-0.0683912357439267,0.7043713990035915,-0.1947749127041866,0.3735282808008867,-0.4510750681893028,0.4328618878203601,-0.5634338505355415
020006,6,0.1666666666666666,-1.1826715120657798,-0.0683912357439267,0.7043713990035915,-1.5819499171859073,-0.060691351520377,0.4506128522749981,0.3367703024280107,0.5430749994535162
020008,4,0.25,0.3917944669801531,-0.0683912357439267,0.7043713990035915,0.6533282063625263,-0.040666422265121,0.2536556652108862,0.6844354018423803,0.3904714669442307
