PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp
050708,0,8,3,0,2,2,2,0,
050709,1,8,8,6,6,9,5,2,3) # of groups=5
050710,1,8,1,0,6,4,3,1,1) # of groups=3
050714,0,8,4,0,2,4,3,0,1) # of groups=3
050717,1,8,1,0,4,3,3,1,1) # of groups=3
050723,1,8,1,0,6,4,3,1,1) # of groups=3
050724,1,8,8,7,3,6,5,2,3) # of groups=5
050726,0,8,4,0,2,3,3,0,1) # of groups=3
050735,1,8,5,3,4,9,5,2,3) # of groups=5
050736,1,8,4,2,4,7,4,1,2) # of groups=4
050737,1,8,8,7,7,9,5,2,3) # of groups=5
050738,1,8,2,2,4,6,3,1,1) # of groups=3
050739,1,8,5,6,6,8,5,2,3) # of groups=5
050740,1,8,6,4,7,8,5,2,3) # of groups=5
050744,0,8,2,1,2,5,2,0,
050745,1,8,4,1,4,5,4,1,2) # of groups=4
050746,1,8,3,5,6,7,5,2,3) # of groups=5
050747,0,8,2,1,2,6,2,0,
050748,1,8,1,0,6,4,3,1,1) # of groups=3
050755,1,8,6,5,3,6,5,2,3) # of groups=5
050757,1,8,8,5,6,7,5,2,3) # of groups=5
050758,1,8,3,1,3,8,4,1,2) # of groups=4
050760,1,8,1,1,6,4,3,1,1) # of groups=3
050761,1,8,9,6,8,9,5,2,3) # of groups=5
050763,1,0,5,3,2,4,3,1,1) # of groups=3
050764,1,8,9,7,7,6,5,2,3) # of groups=5
050765,1,8,1,0,5,4,3,1,1) # of groups=3
050766,0,0,3,0,2,2,1,0,
050767,1,8,1,0,6,4,3,1,1) # of groups=3
050769,0,8,3,1,2,2,2,0,
050770,1,8,7,7,6,8,5,2,3) # of groups=5
050771,1,8,3,2,3,7,4,1,2) # of groups=4
050772,1,8,1,0,6,4,3,1,1) # of groups=3
050775,1,8,8,7,7,6,5,2,3) # of groups=5
050776,1,8,5,3,5,7,5,2,3) # of groups=5
050777,1,8,1,0,6,4,3,1,1) # of groups=3
050778,1,8,0,0,4,6,3,1,1) # of groups=3
050779,1,8,4,2,3,8,4,1,2) # of groups=4
050780,0,8,4,2,2,6,3,0,1) # of groups=3
050782,1,8,6,2,3,3,4,1,2) # of groups=4
050783,1,0,4,3,1,6,3,1,1) # of groups=3
050784,0,8,4,2,2,7,3,0,1) # of groups=3
050785,0,8,2,0,2,2,1,0,
05114F,1,8,6,5,4,6,5,2,3) # of groups=5
05127F,1,8,6,5,4,6,5,2,3) # of groups=5
05128F,1,8,6,5,4,6,5,2,3) # of groups=5
051300,0,0,2,1,0,2,0,0,
051301,0,8,4,2,2,6,3,0,1) # of groups=3
051302,0,0,0,0,0,2,0,0,
051303,0,8,2,0,1,5,2,0,
051304,0,0,3,2,0,4,2,0,
051305,0,0,2,1,0,2,0,0,
051306,0,0,2,0,1,3,1,0,
051307,0,0,0,0,0,3,1,0,
051308,0,0,0,0,0,1,0,0,
051309,0,0,0,0,0,1,0,0,
05130F,1,8,6,5,4,5,5,2,3) # of groups=5
051310,1,8,7,3,3,6,5,2,3) # of groups=5
051311,0,0,3,1,0,5,2,0,
051312,0,0,1,0,0,4,1,0,
051314,0,0,2,0,1,4,1,0,
051315,0,0,2,0,0,5,1,0,
051316,1,8,7,4,2,7,4,1,2) # of groups=4
051317,1,8,6,4,1,6,4,1,2) # of groups=4
051318,0,0,5,2,2,5,2,0,
051319,1,8,6,3,1,9,4,1,2) # of groups=4
051320,0,8,5,2,0,7,3,0,1) # of groups=3
051321,0,0,3,1,2,3,2,0,
051323,0,0,1,0,0,4,1,0,
051324,0,8,3,2,0,8,3,0,1) # of groups=3
051325,0,8,8,2,1,6,3,0,1) # of groups=3
051326,0,0,1,0,0,6,1,0,
051327,0,0,1,0,0,3,1,0,
051328,0,8,7,2,2,9,3,0,1) # of groups=3
051329,1,8,6,3,1,9,4,1,2) # of groups=4
051330,0,0,2,1,0,2,0,0,
051331,0,0,2,0,0,7,1,0,
051332,1,8,9,4,1,7,4,1,2) # of groups=4
051333,0,0,4,0,0,5,2,0,
051334,0,0,1,0,0,4,1,0,
051335,0,0,0,0,0,3,1,0,
051336,0,0,1,0,0,6,1,0,
051337,0,0,2,0,0,3,1,0,
060001,1,8,11,7,7,10,5,2,3) # of groups=5
060003,1,8,6,5,5,9,5,2,3) # of groups=5
060004,1,8,5,2,5,10,4,1,2) # of groups=4
060006,1,8,10,5,3,11,5,2,3) # of groups=5
060008,1,8,7,2,3,10,4,1,2) # of groups=4
060009,1,8,9,6,6,10,5,2,3) # of groups=5
060010,1,8,10,6,7,9,5,2,3) # of groups=5
060011,1,8,7,4,6,10,5,2,3) # of groups=5
060012,1,8,7,1,4,9,4,1,2) # of groups=4
060013,1,8,10,5,6,10,5,2,3) # of groups=5
060014,1,8,7,3,7,8,5,2,3) # of groups=5
060015,1,8,8,7,6,8,5,2,3) # of groups=5
060020,1,8,9,7,7,11,5,2,3) # of groups=5
060022,1,8,11,7,8,11,5,2,3) # of groups=5
060023,1,8,11,7,7,10,5,2,3) # of groups=5
060024,1,8,11,7,8,11,5,2,3) # of groups=5
060027,1,8,9,7,7,11,5,2,3) # of groups=5
060028,1,8,10,5,8,11,5,2,3) # of groups=5
060030,1,8,7,4,3,9,5,2,3) # of groups=5
060031,1,8,11,7,8,9,5,2,3) # of groups=5
060032,1,8,5,6,8,8,5,2,3) # of groups=5
060034,1,8,11,7,8,8,5,2,3) # of groups=5
060044,0,8,3,0,2,7,3,0,1) # of groups=3
060049,1,8,6,0,3,9,4,1,2) # of groups=4
060054,1,8,8,2,4,9,4,1,2) # of groups=4
06005F,1,8,6,5,4,6,5,2,3) # of groups=5
060064,1,8,8,6,7,8,5,2,3) # of groups=5
060065,1,8,5,5,6,10,5,2,3) # of groups=5
060071,1,8,8,2,3,9,4,1,2) # of groups=4
060075,1,8,10,4,5,9,5,2,3) # of groups=5
060076,0,8,8,2,1,8,3,0,1) # of groups=3
06007F,1,8,5,3,2,4,4,1,2) # of groups=4
060096,1,8,7,1,3,10,4,1,2) # of groups=4
060100,1,8,9,7,7,9,5,2,3) # of groups=5
060103,1,8,7,2,5,8,4,1,2) # of groups=4
060104,1,8,8,5,6,9,5,2,3) # of groups=5
060107,0,0,3,0,0,5,2,0,
060112,1,8,10,6,8,10,5,2,3) # of groups=5
060113,1,8,8,6,7,9,5,2,3) # of groups=5
060114,1,8,10,6,8,10,5,2,3) # of groups=5
060116,1,8,8,5,6,9,5,2,3) # of groups=5
060117,0,8,3,0,2,5,3,0,1) # of groups=3
060118,0,8,2,0,1,9,2,0,
060119,1,8,11,7,7,11,5,2,3) # of groups=5
060124,0,8,3,0,2,2,2,0,
060125,1,8,7,4,5,9,5,2,3) # of groups=5
060126,0,8,3,0,2,8,3,0,1) # of groups=3
060128,1,8,6,6,5,9,5,2,3) # of groups=5
060129,1,0,3,0,3,6,3,1,1) # of groups=3
060130,0,8,3,0,2,5,3,0,1) # of groups=3
060131,1,8,8,5,5,10,5,2,3) # of groups=5
060132,1,8,8,5,6,9,5,2,3) # of groups=5
061300,0,0,0,0,0,2,0,0,
061301,1,8,4,3,0,4,4,1,2) # of groups=4
061302,0,0,1,0,1,4,1,0,
061303,0,0,3,1,0,7,2,0,
061304,0,0,1,0,1,2,0,0,
061305,0,0,1,0,0,5,1,0,
061306,0,0,1,0,0,0,0,0,
061307,0,0,0,0,1,1,0,0,
061308,0,0,1,0,0,5,1,0,
061309,0,0,4,0,1,6,2,0,
061310,0,0,3,0,0,4,2,0,
061311,0,0,2,1,0,7,1,0,
061312,0,0,2,0,0,2,0,0,
061313,0,0,1,0,0,5,1,0,
061314,0,0,6,0,1,5,2,0,
061315,0,0,1,0,0,3,1,0,
061316,0,0,2,0,1,4,1,0,
061317,0,0,1,0,1,7,1,0,
061318,0,0,3,0,1,3,2,0,
061319,0,0,1,0,0,3,1,0,
061320,0,0,3,0,0,4,2,0,
061321,0,0,2,1,0,3,1,0,
061322,0,8,4,1,1,3,3,0,1) # of groups=3
061324,0,0,3,0,0,6,2,0,
061325,0,8,2,0,1,4,2,0,
061326,0,0,2,0,0,6,1,0,
061327,0,0,5,2,1,7,2,0,
061328,0,0,2,0,0,4,1,0,
061336,0,0,1,0,0,2,0,0,
061343,0,0,0,0,0,2,0,0,
061344,1,8,6,3,1,9,4,1,2) # of groups=4
070002,1,8,11,7,8,9,5,2,3) # of groups=5
070003,1,8,9,5,3,11,5,2,3) # of groups=5
070004,1,8,7,4,3,9,5,2,3) # of groups=5
070005,1,8,9,7,7,10,5,2,3) # of groups=5
070006,1,8,11,7,8,10,5,2,3) # of groups=5
070007,1,8,10,6,7,11,5,2,3) # of groups=5
070008,1,8,8,3,2,8,4,1,2) # of groups=4
070010,1,8,11,7,8,10,5,2,3) # of groups=5
070011,1,8,9,5,6,10,5,2,3) # of groups=5
070012,0,0,0,1,0,6,1,0,
070016,1,8,9,6,7,10,5,2,3) # of groups=5
070017,1,8,7,6,7,9,5,2,3) # of groups=5
070018,1,8,9,6,7,9,5,2,3) # of groups=5
070020,1,8,7,6,7,11,5,2,3) # of groups=5
070021,1,8,9,4,3,8,5,2,3) # of groups=5
070022,1,8,11,7,8,10,5,2,3) # of groups=5
070024,1,8,9,6,7,11,5,2,3) # of groups=5
070025,1,8,11,7,8,9,5,2,3) # of groups=5
070027,1,8,7,5,7,8,5,2,3) # of groups=5
070028,1,8,11,7,7,9,5,2,3) # of groups=5
070029,1,8,8,4,5,9,5,2,3) # of groups=5
070031,1,8,9,5,7,11,5,2,3) # of groups=5
070033,1,8,11,7,8,10,5,2,3) # of groups=5
070034,1,8,10,6,7,9,5,2,3) # of groups=5
070035,1,8,8,6,7,10,5,2,3) # of groups=5
070036,1,8,9,6,6,9,5,2,3) # of groups=5
07003F,1,8,5,5,3,6,5,2,3) # of groups=5
080001,1,8,11,7,8,10,5,2,3) # of groups=5
080003,1,8,6,5,5,8,5,2,3) # of groups=5
080004,1,8,11,7,7,11,5,2,3) # of groups=5
080006,1,8,10,6,6,10,5,2,3) # of groups=5
080007,1,8,11,7,7,11,5,2,3) # of groups=5
080009,1,8,9,5,7,10,5,2,3) # of groups=5
08002F,1,8,4,3,1,5,4,1,2) # of groups=4
090001,1,8,9,7,7,10,5,2,3) # of groups=5
090003,1,8,6,6,6,8,5,2,3) # of groups=5
090004,1,8,9,5,7,10,5,2,3) # of groups=5
090005,1,8,9,6,8,10,5,2,3) # of groups=5
090008,1,0,5,3,4,7,4,2,2) # of groups=4
090011,1,8,11,7,8,10,5,2,3) # of groups=5
09002F,1,8,6,5,4,5,5,2,3) # of groups=5
100001,1,8,10,7,8,10,5,2,3) # of groups=5
100002,1,8,9,7,7,8,5,2,3) # of groups=5
100006,1,8,11,7,8,9,5,2,3) # of groups=5
100007,1,8,11,7,8,10,5,2,3) # of groups=5
100008,1,8,11,7,8,10,5,2,3) # of groups=5
100012,1,8,11,7,7,10,5,2,3) # of groups=5
100014,1,8,10,6,6,7,5,2,3) # of groups=5
100017,1,8,11,7,8,8,5,2,3) # of groups=5
100018,1,8,11,7,8,10,5,2,3) # of groups=5
100019,1,8,9,7,8,8,5,2,3) # of groups=5
100022,1,8,9,6,7,10,5,2,3) # of groups=5
100023,1,8,9,7,7,8,5,2,3) # of groups=5
100025,1,8,11,7,8,11,5,2,3) # of groups=5
100026,1,8,9,7,6,7,5,2,3) # of groups=5
100028,1,8,8,6,7,9,5,2,3) # of groups=5
100029,1,8,8,6,6,10,5,2,3) # of groups=5
100030,1,8,8,6,7,7,5,2,3) # of groups=5
100032,1,8,7,6,8,8,5,2,3) # of groups=5
100034,1,8,11,7,7,10,5,2,3) # of groups=5
100035,1,8,9,7,8,9,5,2,3) # of groups=5
100038,1,8,11,7,8,9,5,2,3) # of groups=5
100039,1,8,10,7,7,9,5,2,3) # of groups=5
100040,1,8,9,7,7,10,5,2,3) # of groups=5
100043,1,8,6,4,4,6,5,2,3) # of groups=5
100044,1,8,11,7,8,10,5,2,3) # of groups=5
100045,1,8,7,6,7,7,5,2,3) # of groups=5
100046,1,8,8,6,7,9,5,2,3) # of groups=5
100047,1,8,7,4,5,6,5,2,3) # of groups=5
100048,0,0,4,2,0,5,2,0,
100049,1,8,8,5,5,7,5,2,3) # of groups=5
100050,1,8,4,3,3,6,5,2,3) # of groups=5
100051,1,8,10,6,7,8,5,2,3) # of groups=5
100052,1,8,11,7,7,9,5,2,3) # of groups=5
100053,1,8,4,4,6,8,5,2,3) # of groups=5
100054,1,8,7,3,4,8,5,2,3) # of groups=5
100055,1,8,8,6,6,7,5,2,3) # of groups=5
100057,1,8,9,7,7,10,5,2,3) # of groups=5
100062,1,8,9,7,7,8,5,2,3) # of groups=5
100063,1,8,7,5,6,6,5,2,3) # of groups=5
100067,1,8,10,6,8,8,5,2,3) # of groups=5
100068,1,8,9,7,7,10,5,2,3) # of groups=5
100069,1,8,7,4,7,7,5,2,3) # of groups=5
100071,1,8,7,5,5,8,5,2,3) # of groups=5
100072,1,8,8,6,7,9,5,2,3) # of groups=5
100073,1,8,11,7,7,9,5,2,3) # of groups=5
100075,1,8,11,7,8,10,5,2,3) # of groups=5
100077,1,8,9,7,6,8,5,2,3) # of groups=5
100080,1,8,9,7,7,7,5,2,3) # of groups=5
100084,1,8,9,7,7,9,5,2,3) # of groups=5
100086,1,8,10,6,7,8,5,2,3) # of groups=5
100087,1,8,11,7,8,10,5,2,3) # of groups=5
100088,1,8,11,7,8,11,5,2,3) # of groups=5
100090,1,8,9,7,7,11,5,2,3) # of groups=5
100092,1,8,8,7,6,10,5,2,3) # of groups=5
100093,1,8,11,7,7,11,5,2,3) # of groups=5
100099,1,8,6,4,3,7,5,2,3) # of groups=5
10009F,1,8,6,5,4,6,5,2,3) # of groups=5
100105,1,8,11,7,7,9,5,2,3) # of groups=5
100106,0,0,3,0,2,7,2,0,
100107,1,8,5,3,2,7,4,1,2) # of groups=4
100109,1,8,9,6,6,9,5,2,3) # of groups=5
100110,1,8,7,7,7,7,5,2,3) # of groups=5
100113,1,8,11,7,8,10,5,2,3) # of groups=5
100117,1,8,8,6,8,10,5,2,3) # of groups=5
100118,1,8,8,6,7,9,5,2,3) # of groups=5
100121,1,8,5,3,4,6,5,2,3) # of groups=5
100122,1,8,9,5,5,9,5,2,3) # of groups=5
100124,1,8,7,5,6,9,5,2,3) # of groups=5
100125,1,8,6,4,6,9,5,2,3) # of groups=5
100126,1,8,7,6,5,6,5,2,3) # of groups=5
100127,1,8,11,7,8,8,5,2,3) # of groups=5
100128,1,8,11,7,8,9,5,2,3) # of groups=5
100130,0,0,2,1,2,7,1,0,
100131,1,8,8,6,7,7,5,2,3) # of groups=5
100132,1,8,8,5,6,8,5,2,3) # of groups=5
100134,0,0,4,1,0,7,2,0,
100135,1,8,11,7,8,8,5,2,3) # of groups=5
100137,1,8,8,6,7,8,5,2,3) # of groups=5
100140,1,8,7,5,4,9,5,2,3) # of groups=5
100142,1,8,9,3,3,10,5,2,3) # of groups=5
100150,1,8,6,3,5,10,5,2,3) # of groups=5
100151,1,8,11,7,8,9,5,2,3) # of groups=5
100154,1,8,8,7,7,10,5,2,3) # of groups=5
100156,1,8,8,6,7,9,5,2,3) # of groups=5
100157,1,8,11,7,8,9,5,2,3) # of groups=5
10015F,0,0,4,3,1,0,2,1,
100161,1,8,8,7,7,7,5,2,3) # of groups=5
100166,1,8,8,6,7,7,5,2,3) # of groups=5
100167,1,8,7,6,8,8,5,2,3) # of groups=5
100168,1,8,11,7,8,10,5,2,3) # of groups=5
100173,1,8,9,7,8,9,5,2,3) # of groups=5
100175,0,8,5,2,2,9,3,0,1) # of groups=3
100176,1,8,9,7,7,8,5,2,3) # of groups=5
100177,1,8,8,6,7,9,5,2,3) # of groups=5
100179,1,8,9,7,7,8,5,2,3) # of groups=5
100180,1,8,5,3,6,8,5,2,3) # of groups=5
100181,0,0,2,1,3,6,2,1,
100183,1,8,5,3,2,7,4,1,2) # of groups=4
100187,1,8,7,6,7,7,5,2,3) # of groups=5
100189,1,8,6,6,7,8,5,2,3) # of groups=5
100191,1,8,8,6,8,8,5,2,3) # of groups=5
100200,1,8,6,3,7,7,5,2,3) # of groups=5
100204,1,8,9,7,8,8,5,2,3) # of groups=5
100206,1,8,6,5,4,8,5,2,3) # of groups=5
100209,1,8,7,6,8,8,5,2,3) # of groups=5
100211,1,8,6,5,4,7,5,2,3) # of groups=5
100212,1,8,9,7,7,7,5,2,3) # of groups=5
100213,1,8,9,7,7,7,5,2,3) # of groups=5
100217,1,8,8,6,6,7,5,2,3) # of groups=5
100220,1,8,10,6,8,8,5,2,3) # of groups=5
100223,1,8,9,7,7,10,5,2,3) # of groups=5
100224,1,8,6,4,7,6,5,2,3) # of groups=5
100226,1,8,9,7,7,8,5,2,3) # of groups=5
100228,1,8,7,6,6,7,5,2,3) # of groups=5
100230,1,8,5,3,6,8,5,2,3) # of groups=5
100231,1,8,9,7,8,9,5,2,3) # of groups=5
100232,1,8,8,5,5,8,5,2,3) # of groups=5
100236,1,8,8,7,7,6,5,2,3) # of groups=5
100238,1,8,9,7,6,7,5,2,3) # of groups=5
100242,1,8,8,6,7,10,5,2,3) # of groups=5
100243,1,8,9,7,8,8,5,2,3) # of groups=5
100244,1,8,7,6,7,10,5,2,3) # of groups=5
100246,1,8,7,7,6,8,5,2,3) # of groups=5
100248,1,8,8,7,6,8,5,2,3) # of groups=5
100249,1,8,8,6,6,7,5,2,3) # of groups=5
100252,1,8,6,5,3,8,5,2,3) # of groups=5
100253,1,8,11,7,7,9,5,2,3) # of groups=5
100254,1,8,9,7,8,9,5,2,3) # of groups=5
100256,1,8,8,7,7,6,5,2,3) # of groups=5
100258,1,8,9,7,7,7,5,2,3) # of groups=5
100259,1,8,8,6,7,6,5,2,3) # of groups=5
100260,1,8,7,6,7,7,5,2,3) # of groups=5
100264,1,8,9,7,7,8,5,2,3) # of groups=5
100265,1,8,9,6,7,9,5,2,3) # of groups=5
100266,1,8,7,4,4,10,5,2,3) # of groups=5
100267,1,8,8,5,4,7,5,2,3) # of groups=5
100268,1,8,7,4,7,9,5,2,3) # of groups=5
100269,1,8,6,6,7,8,5,2,3) # of groups=5
100275,1,8,8,6,8,8,5,2,3) # of groups=5
100276,1,8,6,6,7,8,5,2,3) # of groups=5
100277,0,0,0,0,0,2,0,0,
100281,1,8,10,6,8,8,5,2,3) # of groups=5
100284,1,8,4,3,4,7,5,2,3) # of groups=5
100285,1,8,4,2,7,9,4,1,2) # of groups=4
100286,1,8,9,7,7,9,5,2,3) # of groups=5
100287,1,8,8,6,8,9,5,2,3) # of groups=5
100288,1,8,5,4,7,7,5,2,3) # of groups=5
100289,1,8,11,7,8,8,5,2,3) # of groups=5
100290,1,8,8,6,7,7,5,2,3) # of groups=5
100291,1,8,7,6,4,8,5,2,3) # of groups=5
100292,1,8,10,5,7,10,5,2,3) # of groups=5
100296,1,8,6,4,4,8,5,2,3) # of groups=5
100299,1,8,8,6,7,9,5,2,3) # of groups=5
100302,1,8,6,5,3,7,5,2,3) # of groups=5
100307,1,8,10,6,7,9,5,2,3) # of groups=5
100313,0,0,4,1,1,6,2,0,
100314,1,8,6,4,6,10,5,2,3) # of groups=5
100315,1,8,7,5,7,9,5,2,3) # of groups=5
100316,1,8,7,5,6,8,5,2,3) # of groups=5
100319,1,8,8,6,7,9,5,2,3) # of groups=5
100320,1,8,4,5,2,7,4,1,2) # of groups=4
100321,1,8,8,5,7,10,5,2,3) # of groups=5
100329,1,8,6,5,6,7,5,2,3) # of groups=5
100330,0,8,2,1,2,6,2,0,
100350,0,8,1,0,2,8,2,0,
100359,1,8,6,5,6,8,5,2,3) # of groups=5
100360,1,8,2,0,4,6,3,1,1) # of groups=3
100361,0,0,0,0,1,5,1,0,
10057F,1,8,6,5,4,6,5,2,3) # of groups=5
10063F,1,8,6,5,4,6,5,2,3) # of groups=5
10064F,1,8,5,5,4,6,5,2,3) # of groups=5
10065F,1,8,5,5,4,5,5,2,3) # of groups=5
10099F,1,8,6,5,4,7,5,2,3) # of groups=5
101300,0,8,0,0,1,5,2,0,
101303,0,0,0,0,0,2,0,0,
101304,0,0,2,1,0,5,1,0,
101307,0,0,5,1,0,3,2,0,
101308,0,0,4,2,0,3,2,0,
101309,0,0,2,1,0,4,1,0,
101311,0,0,2,0,0,3,1,0,
101312,0,0,3,0,0,5,2,0,
101313,0,0,6,1,0,7,2,0,
110001,1,8,9,6,6,10,5,2,3) # of groups=5
110002,1,8,6,5,4,9,5,2,3) # of groups=5
110003,1,8,7,5,6,11,5,2,3) # of groups=5
110005,1,8,10,6,8,11,5,2,3) # of groups=5
110006,1,8,8,6,7,11,5,2,3) # of groups=5
110007,1,8,11,7,8,10,5,2,3) # of groups=5
110008,1,8,10,6,8,11,5,2,3) # of groups=5
110010,1,8,11,7,8,9,5,2,3) # of groups=5
110011,1,8,9,6,6,10,5,2,3) # of groups=5
110015,1,8,8,5,3,9,5,2,3) # of groups=5
110016,1,8,9,6,6,10,5,2,3) # of groups=5
110018,1,8,7,5,6,10,5,2,3) # of groups=5
110023,1,8,8,6,5,10,5,2,3) # of groups=5
110024,1,8,8,5,7,10,5,2,3) # of groups=5
110025,1,8,10,6,8,10,5,2,3) # of groups=5
110027,1,8,6,3,2,10,4,1,2) # of groups=4
110028,1,8,9,7,8,11,5,2,3) # of groups=5
110029,1,8,11,7,8,11,5,2,3) # of groups=5
110030,1,8,8,6,7,8,5,2,3) # of groups=5
110031,1,8,7,5,7,9,5,2,3) # of groups=5
110032,1,8,5,3,2,7,4,1,2) # of groups=4
110034,1,8,10,7,7,10,5,2,3) # of groups=5
110035,1,8,11,7,8,10,5,2,3) # of groups=5
110036,1,8,9,7,8,9,5,2,3) # of groups=5
110038,1,8,10,6,7,9,5,2,3) # of groups=5
110041,1,8,6,3,2,9,4,1,2) # of groups=4
110042,1,8,7,6,6,9,5,2,3) # of groups=5
110043,1,8,11,7,7,9,5,2,3) # of groups=5
110044,1,8,7,3,3,10,5,2,3) # of groups=5
110045,0,8,3,1,2,8,3,0,1) # of groups=3
110046,1,8,6,4,4,8,5,2,3) # of groups=5
110050,0,0,4,2,0,7,2,0,
110051,1,8,7,3,3,11,5,2,3) # of groups=5
110054,1,8,8,6,8,10,5,2,3) # of groups=5
110064,1,8,9,6,7,9,5,2,3) # of groups=5
110069,1,8,10,6,7,9,5,2,3) # of groups=5
110071,0,0,2,1,0,5,1,0,
110073,0,8,3,1,2,8,3,0,1) # of groups=3
110074,1,8,10,7,7,11,5,2,3) # of groups=5
110075,1,8,8,6,7,9,5,2,3) # of groups=5
110076,1,8,10,6,8,10,5,2,3) # of groups=5
110078,1,8,11,7,8,9,5,2,3) # of groups=5
110079,1,8,8,6,6,10,5,2,3) # of groups=5
110082,1,8,11,7,7,9,5,2,3) # of groups=5
110083,1,8,11,7,8,10,5,2,3) # of groups=5
110086,0,0,3,1,0,7,2,0,
110087,1,8,11,7,8,10,5,2,3) # of groups=5
110089,1,8,8,6,4,10,5,2,3) # of groups=5
110091,1,8,7,6,7,10,5,2,3) # of groups=5
110092,0,8,4,2,2,7,3,0,1) # of groups=3
110095,1,8,10,6,7,10,5,2,3) # of groups=5
110100,0,8,1,0,0,6,2,0,
110101,0,0,3,0,0,4,2,0,
110104,1,8,6,4,3,9,5,2,3) # of groups=5
110105,1,8,8,5,6,9,5,2,3) # of groups=5
110107,1,8,11,7,8,9,5,2,3) # of groups=5
110109,1,8,5,3,1,7,4,1,2) # of groups=4
110111,0,8,3,0,1,7,3,0,1) # of groups=3
110113,0,0,2,0,1,6,1,0,
110121,0,8,3,0,0,8,3,0,1) # of groups=3
110122,1,8,11,7,8,10,5,2,3) # of groups=5
110124,1,8,9,3,5,10,5,2,3) # of groups=5
110125,1,8,7,6,6,10,5,2,3) # of groups=5
110128,1,8,9,4,2,10,4,1,2) # of groups=4
110129,1,8,11,7,7,10,5,2,3) # of groups=5
110132,0,0,3,1,2,8,2,0,
110135,0,0,5,1,2,7,2,0,
110142,0,8,3,1,1,8,3,0,1) # of groups=3
110143,1,8,10,6,8,10,5,2,3) # of groups=5
110146,0,8,7,2,2,9,3,0,1) # of groups=3
110150,1,8,6,3,4,10,5,2,3) # of groups=5
110153,1,8,7,3,3,7,5,2,3) # of groups=5
110161,1,8,10,6,8,11,5,2,3) # of groups=5
110164,1,8,8,7,7,9,5,2,3) # of groups=5
110165,1,8,4,3,5,9,5,2,3) # of groups=5
110168,1,8,9,7,7,8,5,2,3) # of groups=5
110177,1,8,8,6,8,9,5,2,3) # of groups=5
110184,1,8,7,5,6,10,5,2,3) # of groups=5
110189,1,8,6,3,1,10,4,1,2) # of groups=4
110190,0,0,0,0,0,2,0,0,
110191,1,8,8,6,8,9,5,2,3) # of groups=5
110192,1,8,8,6,7,9,5,2,3) # of groups=5
110194,0,0,3,1,1,7,2,0,
110198,1,8,7,6,6,9,5,2,3) # of groups=5
110200,1,8,7,4,6,7,5,2,3) # of groups=5
110201,1,8,5,3,3,7,5,2,3) # of groups=5
110209,0,0,1,0,1,2,0,0,
110215,1,8,10,6,8,10,5,2,3) # of groups=5
110225,1,8,6,4,4,10,5,2,3) # of groups=5
110226,1,8,5,2,5,7,4,1,2) # of groups=4
110229,1,8,10,6,8,10,5,2,3) # of groups=5
110230,1,8,8,6,7,9,5,2,3) # of groups=5
110233,1,8,5,0,4,5,4,1,2) # of groups=4
110234,0,0,0,0,0,5,1,0,
110236,0,0,4,2,0,9,2,0,
110237,0,8,4,1,1,6,3,0,1) # of groups=3
110252,1,8,5,2,6,8,4,1,2) # of groups=4
11029F,1,8,6,5,4,6,5,2,3) # of groups=5
11030F,1,8,6,5,4,5,5,2,3) # of groups=5
11031F,0,0,3,2,0,3,2,0,
111302,0,0,1,0,1,3,1,0,
111303,0,0,0,0,0,4,1,0,
111304,0,8,2,0,1,6,2,0,
111305,0,0,1,1,0,6,1,0,
111306,0,0,6,1,0,7,2,0,
111308,0,0,1,0,0,4,1,0,
111310,0,8,3,2,1,7,3,0,1) # of groups=3
111311,0,0,0,0,0,3,1,0,
111312,0,0,2,0,0,5,1,0,
111313,0,0,4,1,0,5,2,0,
111314,0,0,0,0,0,2,0,0,
111316,0,0,0,0,0,4,1,0,
111318,0,0,1,1,1,6,1,0,
111319,0,0,0,0,0,4,1,0,
111320,0,0,4,1,1,6,2,0,
111323,0,8,3,0,1,4,3,0,1) # of groups=3
111324,0,0,3,1,0,2,1,0,
111325,0,0,1,0,0,5,1,0,
111326,0,0,0,0,0,5,1,0,
111327,0,8,4,1,0,5,3,0,1) # of groups=3
111328,0,0,1,0,0,3,1,0,
111329,1,8,6,4,1,7,4,1,2) # of groups=4
111330,0,0,0,0,1,5,1,0,
111331,0,0,0,0,0,4,1,0,
111332,0,0,0,0,0,3,1,0,
111333,0,0,3,1,1,6,2,0,
111334,0,0,2,0,0,7,1,0,
111335,0,8,2,1,0,6,2,0,
111336,0,0,3,0,0,7,2,0,
111337,0,8,3,1,1,4,3,0,1) # of groups=3
120001,1,8,11,7,8,10,5,2,3) # of groups=5
120002,1,8,9,6,6,9,5,2,3) # of groups=5
120004,0,8,2,1,1,7,2,0,
120005,1,8,9,6,6,9,5,2,3) # of groups=5
120006,1,8,10,6,6,9,5,2,3) # of groups=5
120007,1,8,6,4,6,7,5,2,3) # of groups=5
120011,1,8,3,1,7,4,4,1,2) # of groups=4
120014,1,8,7,3,4,10,5,2,3) # of groups=5
120019,1,8,8,4,6,9,5,2,3) # of groups=5
120022,1,8,11,7,7,8,5,2,3) # of groups=5
120026,1,8,8,5,6,8,5,2,3) # of groups=5
