PROVIDER_ID,report_indicator,Patient_Experience_cnt,Outcomes_Readmission_cnt,Outcomes_Mortality_cnt,Outcomes_Safety_cnt,Process_cnt,Total_measure_group_cnt,MortSafe_Group_cnt,cnt_grp
171344,0,0,4,1,0,6,2,0,
171345,0,0,2,0,0,5,1,0,
171346,0,0,3,1,0,4,2,0,
171347,0,0,2,1,0,3,1,0,
171348,0,0,2,1,0,4,1,0,
171349,0,0,3,1,0,4,2,0,
171350,0,0,3,1,0,4,2,0,
171351,0,0,2,0,0,2,0,0,
171352,0,0,2,0,0,3,1,0,
171353,0,0,3,1,0,4,2,0,
171354,0,0,2,1,0,7,1,0,
171355,0,0,3,1,0,3,2,0,
171356,0,0,1,0,0,4,1,0,
171357,0,0,1,0,0,4,1,0,
171358,0,0,2,0,0,5,1,0,
171359,0,0,3,1,0,1,1,0,
171360,0,0,1,0,0,3,1,0,
171361,0,8,5,1,1,5,3,0,1) # of groups=3
171362,1,8,6,3,1,6,4,1,2) # of groups=4
171363,1,8,4,3,1,5,4,1,2) # of groups=4
171364,0,0,2,0,0,3,1,0,
171365,0,0,1,0,0,2,0,0,
171367,0,0,3,1,0,4,2,0,
171368,0,0,2,1,0,4,1,0,
171369,0,0,3,0,0,3,2,0,
171370,0,0,5,2,0,4,2,0,
171371,1,8,6,3,0,6,4,1,2) # of groups=4
171372,0,0,3,1,1,4,2,0,
171373,0,0,3,2,0,7,2,0,
171374,0,0,2,0,0,6,1,0,
171375,0,8,5,2,1,6,3,0,1) # of groups=3
171376,0,0,3,1,0,5,2,0,
171377,0,8,4,2,0,3,3,0,1) # of groups=3
171378,0,0,2,1,0,4,1,0,
171379,0,0,3,0,0,4,2,0,
171380,1,8,6,3,1,9,4,1,2) # of groups=4
171381,0,0,3,1,0,4,2,0,
171382,0,8,4,2,1,5,3,0,1) # of groups=3
171383,1,8,6,3,1,10,4,1,2) # of groups=4
171384,1,8,6,4,2,9,4,1,2) # of groups=4
171385,0,0,4,2,0,5,2,0,
180001,1,8,6,5,6,8,5,2,3) # of groups=5
180002,1,8,5,4,3,8,5,2,3) # of groups=5
180004,1,8,5,3,2,9,4,1,2) # of groups=4
180005,1,8,9,4,6,10,5,2,3) # of groups=5
180009,1,8,11,7,7,11,5,2,3) # of groups=5
180010,1,8,9,7,7,8,5,2,3) # of groups=5
180011,1,8,10,6,6,10,5,2,3) # of groups=5
180012,1,8,10,6,7,11,5,2,3) # of groups=5
180013,1,8,11,7,8,10,5,2,3) # of groups=5
180016,0,0,4,1,2,8,2,0,
180017,1,8,10,6,7,10,5,2,3) # of groups=5
180018,1,8,9,5,5,10,5,2,3) # of groups=5
180019,1,8,6,3,2,9,4,1,2) # of groups=4
180020,1,8,4,2,3,8,4,1,2) # of groups=4
180024,1,8,7,3,2,10,4,1,2) # of groups=4
180025,1,8,8,3,2,11,4,1,2) # of groups=4
180027,1,8,10,6,5,10,5,2,3) # of groups=5
180029,1,8,10,6,7,10,5,2,3) # of groups=5
180035,1,8,11,7,8,11,5,2,3) # of groups=5
180038,1,8,11,7,7,11,5,2,3) # of groups=5
180040,1,8,9,7,7,10,5,2,3) # of groups=5
180043,0,8,5,2,2,7,3,0,1) # of groups=3
180044,1,8,11,7,7,11,5,2,3) # of groups=5
180045,1,8,6,6,6,10,5,2,3) # of groups=5
180046,1,0,5,3,1,6,3,1,1) # of groups=3
180048,1,8,9,6,7,10,5,2,3) # of groups=5
180049,1,8,8,4,4,8,5,2,3) # of groups=5
180050,1,8,5,3,3,7,5,2,3) # of groups=5
180051,1,8,9,4,5,10,5,2,3) # of groups=5
180056,1,8,8,3,4,10,5,2,3) # of groups=5
180064,0,8,5,2,2,10,3,0,1) # of groups=3
180066,0,0,4,2,1,7,2,0,
180067,1,8,11,7,8,9,5,2,3) # of groups=5
180069,1,8,5,3,3,8,5,2,3) # of groups=5
18006F,1,8,6,5,4,4,5,2,3) # of groups=5
180070,1,8,6,4,2,8,4,1,2) # of groups=4
180078,1,8,5,3,2,7,4,1,2) # of groups=4
180079,1,8,5,3,2,9,4,1,2) # of groups=4
18007F,1,8,6,4,3,5,5,2,3) # of groups=5
180080,1,8,9,6,7,11,5,2,3) # of groups=5
180087,1,8,9,3,4,9,5,2,3) # of groups=5
180088,1,8,11,7,8,11,5,2,3) # of groups=5
180092,1,8,8,5,4,10,5,2,3) # of groups=5
180093,1,8,11,7,7,11,5,2,3) # of groups=5
180095,0,0,3,1,1,6,2,0,
180101,0,8,5,2,2,11,3,0,1) # of groups=3
180102,1,8,11,7,7,10,5,2,3) # of groups=5
180103,1,8,11,7,8,10,5,2,3) # of groups=5
180104,1,8,11,7,7,11,5,2,3) # of groups=5
180105,1,8,4,3,2,6,4,1,2) # of groups=4
180106,0,0,3,1,1,5,2,0,
180115,1,8,5,3,1,8,4,1,2) # of groups=4
180116,1,8,7,5,5,10,5,2,3) # of groups=5
180124,1,8,8,6,7,8,5,2,3) # of groups=5
180127,1,8,7,5,6,9,5,2,3) # of groups=5
180128,1,8,6,3,3,8,5,2,3) # of groups=5
180130,1,8,9,7,8,11,5,2,3) # of groups=5
180132,1,8,7,6,7,11,5,2,3) # of groups=5
180138,1,8,7,3,3,9,5,2,3) # of groups=5
180139,1,8,4,3,2,6,4,1,2) # of groups=4
180141,1,8,8,5,7,8,5,2,3) # of groups=5
180143,1,8,8,5,7,8,5,2,3) # of groups=5
180149,0,0,2,1,0,6,1,0,
180154,0,0,3,2,1,5,2,0,
181301,1,8,5,3,1,5,4,1,2) # of groups=4
181302,0,0,3,1,2,6,2,0,
181304,0,0,2,0,0,2,0,0,
181305,0,0,2,0,0,7,1,0,
181306,0,0,2,0,1,5,1,0,
181307,0,0,1,0,0,5,1,0,
181308,0,0,2,0,0,6,1,0,
181309,0,0,4,2,2,4,2,0,
181310,0,0,1,0,0,1,0,0,
181311,0,0,1,0,0,6,1,0,
181314,0,0,1,0,0,3,1,0,
181315,0,0,2,1,2,6,1,0,
181316,0,0,1,0,1,4,1,0,
181317,0,0,2,1,0,5,1,0,
181318,0,0,7,1,1,3,2,0,
181319,1,0,4,3,1,6,3,1,1) # of groups=3
181320,0,0,4,2,0,4,2,0,
181321,0,0,4,1,0,3,2,0,
181322,0,0,2,1,0,2,0,0,
181323,0,8,6,2,1,4,3,0,1) # of groups=3
181324,0,0,2,0,2,3,1,0,
181325,0,0,0,0,2,4,1,0,
181327,0,0,5,2,0,4,2,0,
181328,0,0,3,1,2,7,2,0,
181329,0,8,5,2,1,8,3,0,1) # of groups=3
181330,0,0,2,1,0,1,0,0,
181331,0,0,1,0,0,5,1,0,
181332,0,8,4,2,0,5,3,0,1) # of groups=3
190002,1,8,11,7,8,8,5,2,3) # of groups=5
190004,1,8,10,7,7,9,5,2,3) # of groups=5
190005,1,8,7,4,7,9,5,2,3) # of groups=5
190006,1,8,6,2,5,9,4,1,2) # of groups=4
190007,1,8,8,3,3,10,5,2,3) # of groups=5
190008,1,8,10,6,7,9,5,2,3) # of groups=5
190011,1,8,6,2,5,9,4,1,2) # of groups=4
190013,1,8,9,3,5,11,5,2,3) # of groups=5
190014,1,8,5,3,2,9,4,1,2) # of groups=4
190015,1,8,10,7,6,10,5,2,3) # of groups=5
190017,1,8,10,6,6,9,5,2,3) # of groups=5
190019,1,8,10,7,7,9,5,2,3) # of groups=5
190020,1,8,6,5,5,9,5,2,3) # of groups=5
190025,0,0,5,1,2,7,2,0,
190026,1,8,8,7,6,10,5,2,3) # of groups=5
190027,1,8,9,7,7,9,5,2,3) # of groups=5
190034,1,8,6,3,2,10,4,1,2) # of groups=4
190036,1,8,11,7,8,11,5,2,3) # of groups=5
190039,1,8,8,6,8,10,5,2,3) # of groups=5
190040,1,8,10,7,6,11,5,2,3) # of groups=5
190041,1,8,11,7,7,9,5,2,3) # of groups=5
190044,1,8,9,3,6,7,5,2,3) # of groups=5
190045,1,8,8,7,8,11,5,2,3) # of groups=5
190046,1,8,10,6,8,9,5,2,3) # of groups=5
190050,1,8,6,3,3,9,5,2,3) # of groups=5
190053,1,8,6,4,3,10,5,2,3) # of groups=5
190054,1,8,9,5,6,9,5,2,3) # of groups=5
190060,1,8,11,7,7,10,5,2,3) # of groups=5
190064,1,8,11,7,7,10,5,2,3) # of groups=5
190065,1,8,11,7,8,9,5,2,3) # of groups=5
190079,0,8,2,0,2,7,2,0,
190081,0,0,4,2,1,4,2,0,
190086,1,8,6,5,3,10,5,2,3) # of groups=5
190088,0,0,4,2,1,7,2,0,
190090,0,0,2,1,0,7,1,0,
190098,1,8,8,6,6,8,5,2,3) # of groups=5
190099,1,0,5,3,2,7,3,1,1) # of groups=3
190102,1,8,11,7,7,10,5,2,3) # of groups=5
190106,0,0,4,2,1,6,2,0,
190111,1,8,11,7,8,11,5,2,3) # of groups=5
190114,0,8,4,2,2,6,3,0,1) # of groups=3
190116,0,0,5,2,2,8,2,0,
190118,0,0,2,0,1,6,1,0,
190125,1,8,11,7,8,9,5,2,3) # of groups=5
190128,1,8,5,0,5,7,4,1,2) # of groups=4
190133,0,0,1,0,0,5,1,0,
190140,0,8,3,1,1,7,3,0,1) # of groups=3
190144,1,8,6,4,3,9,5,2,3) # of groups=5
190145,0,0,3,1,1,6,2,0,
190151,0,0,4,1,1,6,2,0,
190160,1,8,9,7,7,7,5,2,3) # of groups=5
190164,1,8,7,4,3,8,5,2,3) # of groups=5
190167,1,0,6,4,2,7,3,1,1) # of groups=3
190176,1,8,11,7,7,10,5,2,3) # of groups=5
190183,0,8,7,2,2,7,3,0,1) # of groups=3
190184,0,0,4,1,1,6,2,0,
190190,0,0,2,1,0,2,0,0,
190201,0,8,5,0,2,8,3,0,1) # of groups=3
190202,1,8,9,6,6,10,5,2,3) # of groups=5
190204,1,8,6,5,5,8,5,2,3) # of groups=5
190208,0,0,2,1,0,4,1,0,
190218,0,0,2,1,1,6,1,0,
190241,0,0,3,0,1,3,2,0,
190245,0,0,3,0,1,5,2,0,
190251,0,8,3,0,2,2,2,0,
190255,0,0,2,0,3,3,2,1,
190256,0,0,3,0,2,2,1,0,
190259,0,8,3,0,2,2,2,0,
190266,0,8,2,0,1,2,1,0,
190267,0,8,3,0,2,3,3,0,1) # of groups=3
190270,0,8,3,0,2,2,2,0,
190274,1,8,9,4,6,10,5,2,3) # of groups=5
190278,0,8,3,0,2,2,2,0,
190298,0,8,4,0,2,5,3,0,1) # of groups=3
190303,0,8,4,0,2,4,3,0,1) # of groups=3
190308,0,8,3,1,2,8,3,0,1) # of groups=3
190312,1,8,5,3,2,8,4,1,2) # of groups=4
190313,0,8,2,0,2,8,2,0,
190316,0,0,1,0,1,5,1,0,
190317,1,8,3,0,5,4,4,1,2) # of groups=4
190318,0,8,5,2,2,9,3,0,1) # of groups=3
19043F,0,0,2,1,0,2,0,0,
19047F,1,8,5,5,3,5,5,2,3) # of groups=5
19048F,1,8,6,4,4,5,5,2,3) # of groups=5
191300,0,0,0,0,0,4,1,0,
191301,0,0,2,1,0,6,1,0,
191302,0,8,2,1,1,7,2,0,
191303,0,0,0,0,0,4,1,0,
191304,0,0,4,1,0,1,1,0,
191305,0,0,2,0,0,6,1,0,
191306,0,0,0,0,0,3,1,0,
191307,0,0,0,0,0,3,1,0,
191309,0,0,0,0,0,1,0,0,
191310,0,0,2,1,0,8,1,0,
191311,0,0,0,0,0,2,0,0,
191312,1,0,4,3,1,3,3,1,1) # of groups=3
191313,0,0,3,0,0,5,2,0,
191315,0,0,4,2,0,7,2,0,
191316,0,0,2,0,0,5,1,0,
191317,0,0,2,1,0,7,1,0,
191318,0,0,4,3,0,1,2,1,
191320,0,0,0,0,0,2,0,0,
191321,0,0,2,0,0,6,1,0,
191322,0,0,2,0,0,7,1,0,
191323,0,0,4,1,0,5,2,0,
191324,0,8,4,1,1,9,3,0,1) # of groups=3
191325,0,0,0,0,0,4,1,0,
191326,0,0,1,0,0,3,1,0,
200001,1,8,7,5,7,8,5,2,3) # of groups=5
200008,1,8,9,5,5,9,5,2,3) # of groups=5
200009,1,8,11,7,8,11,5,2,3) # of groups=5
200018,1,8,8,5,2,9,4,1,2) # of groups=4
200019,1,8,7,6,7,12,5,2,3) # of groups=5
200020,1,8,9,5,4,10,5,2,3) # of groups=5
200021,1,8,7,5,6,11,5,2,3) # of groups=5
200024,1,8,11,7,7,11,5,2,3) # of groups=5
200031,1,8,8,3,3,8,5,2,3) # of groups=5
200033,1,8,11,7,7,10,5,2,3) # of groups=5
200034,1,8,8,2,6,8,4,1,2) # of groups=4
200037,0,8,5,2,2,9,3,0,1) # of groups=3
200039,1,8,9,6,7,10,5,2,3) # of groups=5
20003F,1,8,5,3,3,4,5,2,3) # of groups=5
200041,0,8,5,2,2,9,3,0,1) # of groups=3
200050,1,8,7,3,2,9,4,1,2) # of groups=4
200052,1,8,7,3,2,9,4,1,2) # of groups=4
200063,1,8,9,4,3,8,5,2,3) # of groups=5
201300,0,0,3,0,1,5,2,0,
201301,0,0,0,0,0,2,0,0,
201302,1,8,4,3,1,7,4,1,2) # of groups=4
201303,0,0,1,0,0,6,1,0,
201304,0,8,2,1,1,5,2,0,
201305,0,0,3,2,0,2,1,0,
201306,0,0,1,0,1,5,1,0,
201307,0,8,2,1,1,1,1,0,
201308,1,0,4,3,1,4,3,1,1) # of groups=3
201309,0,8,3,2,1,5,3,0,1) # of groups=3
201310,0,0,3,2,1,5,2,0,
201311,0,0,3,2,0,3,2,0,
201312,1,8,6,3,2,7,4,1,2) # of groups=4
201313,0,8,3,2,2,4,3,0,1) # of groups=3
201314,1,8,6,4,2,7,4,1,2) # of groups=4
201315,0,8,6,2,1,8,3,0,1) # of groups=3
210001,1,8,10,6,8,9,5,2,3) # of groups=5
210002,1,8,10,7,7,8,5,2,3) # of groups=5
210003,1,8,7,6,6,6,5,2,3) # of groups=5
210004,1,8,7,6,8,8,5,2,3) # of groups=5
210005,1,8,10,6,7,6,5,2,3) # of groups=5
210006,1,8,5,5,4,8,5,2,3) # of groups=5
210008,1,8,9,5,8,7,5,2,3) # of groups=5
210009,1,8,10,7,7,9,5,2,3) # of groups=5
210011,1,8,10,6,7,7,5,2,3) # of groups=5
210012,1,8,11,7,8,9,5,2,3) # of groups=5
210015,1,8,10,6,8,10,5,2,3) # of groups=5
210016,1,8,9,7,7,9,5,2,3) # of groups=5
210017,1,8,9,3,3,10,5,2,3) # of groups=5
210018,1,8,9,6,6,9,5,2,3) # of groups=5
210019,1,8,11,7,7,10,5,2,3) # of groups=5
210022,1,8,9,7,7,7,5,2,3) # of groups=5
210023,1,8,11,7,8,10,5,2,3) # of groups=5
210024,1,8,8,7,6,7,5,2,3) # of groups=5
210027,1,8,11,7,7,10,5,2,3) # of groups=5
210028,1,8,9,6,7,11,5,2,3) # of groups=5
210029,1,8,10,6,7,9,5,2,3) # of groups=5
210030,0,0,6,2,1,5,2,0,
210032,1,8,9,5,6,10,5,2,3) # of groups=5
210033,1,8,8,6,7,7,5,2,3) # of groups=5
210034,1,8,6,5,5,8,5,2,3) # of groups=5
210035,1,8,7,6,7,10,5,2,3) # of groups=5
210037,1,8,10,6,7,8,5,2,3) # of groups=5
210038,1,8,6,5,5,6,5,2,3) # of groups=5
210039,1,8,9,6,5,9,5,2,3) # of groups=5
210040,1,8,10,6,7,9,5,2,3) # of groups=5
210043,1,8,8,6,7,8,5,2,3) # of groups=5
210044,1,8,9,6,8,11,5,2,3) # of groups=5
210048,1,8,8,6,7,8,5,2,3) # of groups=5
210049,1,8,8,6,7,10,5,2,3) # of groups=5
210051,1,8,7,6,8,8,5,2,3) # of groups=5
210056,1,8,6,6,6,7,5,2,3) # of groups=5
210057,1,8,8,6,7,9,5,2,3) # of groups=5
210058,0,0,1,0,0,0,0,0,
210060,1,8,7,4,3,7,5,2,3) # of groups=5
210061,1,8,8,5,6,7,5,2,3) # of groups=5
210062,1,8,8,6,7,9,5,2,3) # of groups=5
210063,1,8,9,7,7,9,5,2,3) # of groups=5
210064,0,0,1,0,1,2,0,0,
210065,1,8,7,5,6,7,5,2,3) # of groups=5
21020F,1,8,6,4,4,5,5,2,3) # of groups=5
220001,1,8,8,5,6,11,5,2,3) # of groups=5
220002,1,8,11,7,7,10,5,2,3) # of groups=5
220008,1,8,9,6,7,10,5,2,3) # of groups=5
220010,1,8,8,6,7,10,5,2,3) # of groups=5
220011,1,8,8,4,6,10,5,2,3) # of groups=5
220012,1,8,11,7,7,11,5,2,3) # of groups=5
220015,1,8,9,5,7,12,5,2,3) # of groups=5
220016,1,8,8,4,3,10,5,2,3) # of groups=5
220017,1,8,6,4,3,8,5,2,3) # of groups=5
220019,1,8,8,5,5,9,5,2,3) # of groups=5
22001F,0,0,0,0,0,2,0,0,
220020,1,8,9,6,7,9,5,2,3) # of groups=5
220024,1,8,8,5,6,9,5,2,3) # of groups=5
220029,1,8,9,5,3,9,5,2,3) # of groups=5
220030,1,8,7,4,4,9,5,2,3) # of groups=5
220031,1,8,10,6,8,11,5,2,3) # of groups=5
220033,1,8,10,6,7,11,5,2,3) # of groups=5
220035,1,8,10,6,7,11,5,2,3) # of groups=5
220036,1,8,9,7,8,9,5,2,3) # of groups=5
220046,1,8,9,6,7,11,5,2,3) # of groups=5
220049,1,8,7,5,5,10,5,2,3) # of groups=5
220052,1,8,10,6,6,11,5,2,3) # of groups=5
220060,1,8,10,6,7,11,5,2,3) # of groups=5
220062,0,0,1,0,1,2,0,0,
220063,1,8,10,6,7,10,5,2,3) # of groups=5
220065,1,8,6,4,2,9,4,1,2) # of groups=4
220066,1,8,9,6,7,9,5,2,3) # of groups=5
220070,1,8,8,6,7,10,5,2,3) # of groups=5
220071,1,8,11,7,8,10,5,2,3) # of groups=5
220073,1,8,7,5,6,10,5,2,3) # of groups=5
220074,1,8,11,7,8,12,5,2,3) # of groups=5
220075,0,8,2,0,2,5,2,0,
220077,1,8,11,7,8,11,5,2,3) # of groups=5
220080,1,8,8,6,7,12,5,2,3) # of groups=5
220083,1,8,7,4,5,9,5,2,3) # of groups=5
220084,1,8,9,6,7,11,5,2,3) # of groups=5
220086,1,8,11,7,8,10,5,2,3) # of groups=5
220088,1,8,3,1,3,4,4,1,2) # of groups=4
220090,1,8,7,6,7,12,5,2,3) # of groups=5
220095,1,8,9,5,4,10,5,2,3) # of groups=5
220098,1,8,7,4,3,9,5,2,3) # of groups=5
22009F,0,0,0,0,0,2,0,0,
220100,1,8,8,6,7,11,5,2,3) # of groups=5
220101,1,8,9,6,7,12,5,2,3) # of groups=5
220105,1,8,9,6,7,11,5,2,3) # of groups=5
220108,1,8,7,4,7,9,5,2,3) # of groups=5
22010F,1,8,6,5,4,6,5,2,3) # of groups=5
220110,1,8,11,7,8,10,5,2,3) # of groups=5
220111,1,8,8,6,7,11,5,2,3) # of groups=5
220116,1,8,11,7,7,9,5,2,3) # of groups=5
220119,1,8,9,5,6,11,5,2,3) # of groups=5
220126,0,0,6,4,1,2,2,1,
220135,1,8,8,6,6,11,5,2,3) # of groups=5
220163,1,8,11,7,8,9,5,2,3) # of groups=5
220171,1,8,11,7,7,9,5,2,3) # of groups=5
220175,1,8,10,5,5,10,5,2,3) # of groups=5
220176,1,8,11,7,7,10,5,2,3) # of groups=5
220177,0,8,6,2,1,8,3,0,1) # of groups=3
221300,1,8,7,3,1,8,4,1,2) # of groups=4
221302,1,8,7,3,1,5,4,1,2) # of groups=4
221303,1,0,5,3,1,7,3,1,1) # of groups=3
230002,1,8,10,6,7,11,5,2,3) # of groups=5
230003,0,8,5,2,2,8,3,0,1) # of groups=3
230005,1,8,9,5,3,11,5,2,3) # of groups=5
230013,0,0,0,0,0,2,0,0,
230015,1,8,7,3,3,9,5,2,3) # of groups=5
230017,1,8,11,7,8,10,5,2,3) # of groups=5
230019,1,8,9,7,8,10,5,2,3) # of groups=5
230020,1,8,11,7,8,10,5,2,3) # of groups=5
230021,1,8,11,7,7,11,5,2,3) # of groups=5
230022,1,8,9,4,4,11,5,2,3) # of groups=5
230024,1,8,10,6,8,8,5,2,3) # of groups=5
230029,1,8,11,7,8,10,5,2,3) # of groups=5
230030,1,8,8,4,4,10,5,2,3) # of groups=5
230031,1,8,7,5,3,7,5,2,3) # of groups=5
230035,1,8,8,4,2,9,4,1,2) # of groups=4
230036,1,8,9,4,5,11,5,2,3) # of groups=5
230037,1,8,6,3,1,10,4,1,2) # of groups=4
230038,1,8,11,7,8,11,5,2,3) # of groups=5
230041,1,8,11,7,8,11,5,2,3) # of groups=5
230046,1,8,11,7,8,10,5,2,3) # of groups=5
230047,1,8,11,7,8,10,5,2,3) # of groups=5
230053,1,8,11,7,8,10,5,2,3) # of groups=5
230054,1,8,11,7,7,10,5,2,3) # of groups=5
230055,1,8,9,4,5,11,5,2,3) # of groups=5
230058,1,8,9,4,3,10,5,2,3) # of groups=5
230059,1,8,9,6,8,10,5,2,3) # of groups=5
23005F,1,0,4,3,0,3,3,1,1) # of groups=3
230066,1,8,9,7,7,11,5,2,3) # of groups=5
230069,1,8,9,4,3,9,5,2,3) # of groups=5
230070,1,8,11,7,7,11,5,2,3) # of groups=5
230071,0,0,2,0,0,2,0,0,
230072,1,8,10,5,5,10,5,2,3) # of groups=5
230075,1,8,9,5,7,12,5,2,3) # of groups=5
230077,1,8,11,7,7,9,5,2,3) # of groups=5
230078,0,0,1,0,0,6,1,0,
230080,1,8,8,3,3,9,5,2,3) # of groups=5
230081,1,8,9,4,4,11,5,2,3) # of groups=5
230085,0,0,2,1,0,7,1,0,
230089,1,8,10,6,8,10,5,2,3) # of groups=5
230092,1,8,11,7,7,11,5,2,3) # of groups=5
230093,1,8,5,3,2,10,4,1,2) # of groups=4
230095,1,8,7,4,3,10,5,2,3) # of groups=5
230096,1,0,5,3,2,7,3,1,1) # of groups=3
230097,1,8,11,7,8,10,5,2,3) # of groups=5
230099,1,8,9,5,6,10,5,2,3) # of groups=5
23009F,0,0,0,0,0,3,1,0,
230100,1,8,6,3,2,11,4,1,2) # of groups=4
230104,1,8,9,7,8,10,5,2,3) # of groups=5
230105,1,8,11,7,7,10,5,2,3) # of groups=5
230108,0,8,7,2,2,9,3,0,1) # of groups=3
230110,1,8,8,4,2,10,4,1,2) # of groups=4
230117,1,8,9,7,7,10,5,2,3) # of groups=5
23011F,1,8,6,5,4,5,5,2,3) # of groups=5
230121,1,8,9,4,5,11,5,2,3) # of groups=5
23012F,0,0,0,0,0,3,1,0,
230130,1,8,11,7,8,10,5,2,3) # of groups=5
230132,1,8,7,6,7,9,5,2,3) # of groups=5
230133,1,8,8,3,3,11,5,2,3) # of groups=5
230141,1,8,11,7,7,9,5,2,3) # of groups=5
230142,1,8,7,5,6,11,5,2,3) # of groups=5
230144,0,8,0,0,1,2,1,0,
230146,1,8,9,6,7,10,5,2,3) # of groups=5
230151,1,8,10,6,7,9,5,2,3) # of groups=5
230156,1,8,11,7,8,10,5,2,3) # of groups=5
230165,1,8,11,7,8,10,5,2,3) # of groups=5
230167,1,8,11,7,8,10,5,2,3) # of groups=5
230174,1,8,4,0,3,8,4,1,2) # of groups=4
230176,1,8,7,6,6,11,5,2,3) # of groups=5
230180,1,8,6,3,1,9,4,1,2) # of groups=4
230193,1,8,7,5,6,9,5,2,3) # of groups=5
230195,1,8,8,6,7,11,5,2,3) # of groups=5
230197,1,8,9,7,8,11,5,2,3) # of groups=5
230207,1,8,8,4,6,9,5,2,3) # of groups=5
230208,1,8,5,3,1,7,4,1,2) # of groups=4
230216,1,8,11,7,7,9,5,2,3) # of groups=5
230217,1,8,6,3,5,9,5,2,3) # of groups=5
230222,1,8,11,7,7,9,5,2,3) # of groups=5
230227,1,8,9,7,7,9,5,2,3) # of groups=5
230230,1,8,11,7,8,10,5,2,3) # of groups=5
230236,1,8,10,6,7,10,5,2,3) # of groups=5
230239,1,8,9,4,4,9,5,2,3) # of groups=5
230241,1,8,6,3,1,9,4,1,2) # of groups=4
230244,1,8,7,6,6,7,5,2,3) # of groups=5
230254,1,8,9,7,8,9,5,2,3) # of groups=5
230259,1,8,9,4,4,10,5,2,3) # of groups=5
230264,0,0,0,0,1,2,0,0,
230269,1,8,11,7,8,11,5,2,3) # of groups=5
230270,1,8,7,5,6,9,5,2,3) # of groups=5
230273,1,8,5,6,6,7,5,2,3) # of groups=5
230275,0,0,0,0,0,2,0,0,
230277,1,8,10,6,7,9,5,2,3) # of groups=5
230279,0,0,1,0,1,2,0,0,
230297,1,8,6,1,5,4,4,1,2) # of groups=4
230301,0,0,2,0,1,2,0,0,
230302,1,8,10,6,8,10,5,2,3) # of groups=5
230303,1,8,6,4,2,8,4,1,2) # of groups=4
23037F,1,8,5,5,3,5,5,2,3) # of groups=5
231300,0,0,3,0,0,5,2,0,
231301,0,0,6,2,0,3,2,0,
231303,0,0,3,0,0,3,2,0,
231304,0,0,2,1,0,4,1,0,
231305,0,8,3,1,0,6,3,0,1) # of groups=3
231306,0,0,3,0,0,4,2,0,
231307,0,0,1,0,0,3,1,0,
231308,0,0,2,0,0,4,1,0,
231309,0,0,1,0,0,4,1,0,
231310,0,0,5,1,1,7,2,0,
231311,0,0,1,0,0,5,1,0,
231312,0,0,1,0,0,2,0,0,
231313,0,0,2,0,0,3,1,0,
231314,0,0,1,0,0,4,1,0,
231315,0,0,1,0,0,4,1,0,
231316,0,0,2,1,0,6,1,0,
231317,0,0,0,0,0,5,1,0,
231318,0,0,3,2,0,4,2,0,
231319,0,0,5,2,0,5,2,0,
231320,0,8,3,1,0,6,3,0,1) # of groups=3
231321,0,8,7,2,2,8,3,0,1) # of groups=3
231322,0,8,6,1,1,7,3,0,1) # of groups=3
231323,0,0,3,0,0,7,2,0,
231324,0,0,3,0,1,5,2,0,
231325,0,0,6,2,0,6,2,0,
231326,1,8,5,3,1,6,4,1,2) # of groups=4
231327,0,8,5,2,1,6,3,0,1) # of groups=3
231328,0,8,2,0,0,4,2,0,
231329,0,0,1,0,0,4,1,0,
231330,0,0,2,0,0,6,1,0,
231331,1,8,4,3,1,5,4,1,2) # of groups=4
231332,0,8,5,2,2,6,3,0,1) # of groups=3
231333,1,8,4,3,1,5,4,1,2) # of groups=4
231337,1,8,8,4,1,7,4,1,2) # of groups=4
231338,0,8,8,1,1,11,3,0,1) # of groups=3
231339,1,8,8,3,1,9,4,1,2) # of groups=4
231340,0,0,2,0,0,3,1,0,
240001,1,8,11,7,7,9,5,2,3) # of groups=5
240002,1,8,9,7,8,9,5,2,3) # of groups=5
240004,1,8,8,6,6,10,5,2,3) # of groups=5
240006,1,8,6,2,3,10,4,1,2) # of groups=4
240010,1,8,11,7,8,10,5,2,3) # of groups=5
240014,1,8,7,1,3,9,4,1,2) # of groups=4
240018,1,8,8,2,3,9,4,1,2) # of groups=4
240019,1,8,5,0,4,3,4,1,2) # of groups=4
240020,1,8,6,2,3,9,4,1,2) # of groups=4
240022,0,8,8,2,2,8,3,0,1) # of groups=3
24002F,0,0,0,0,0,3,1,0,
240030,1,8,8,2,4,12,4,1,2) # of groups=4
240036,1,8,11,7,8,10,5,2,3) # of groups=5
240038,1,8,10,6,8,9,5,2,3) # of groups=5
24003F,1,8,6,5,4,5,5,2,3) # of groups=5
240040,0,8,7,2,2,11,3,0,1) # of groups=3
240043,1,8,9,4,4,11,5,2,3) # of groups=5
240044,1,8,6,3,2,9,4,1,2) # of groups=4
240047,1,8,11,7,7,10,5,2,3) # of groups=5
240050,1,8,6,4,2,11,4,1,2) # of groups=4
240052,1,8,8,3,3,9,5,2,3) # of groups=5
240053,1,8,11,7,8,10,5,2,3) # of groups=5
240056,1,8,7,5,6,10,5,2,3) # of groups=5
240057,1,8,11,7,8,10,5,2,3) # of groups=5
240064,0,8,8,2,2,11,3,0,1) # of groups=3
240066,1,8,9,4,5,10,5,2,3) # of groups=5
240069,1,8,6,3,3,9,5,2,3) # of groups=5
