PROVIDER_ID,total_cnt,measure_wt,score_before_std,Mean,StdDev,Std_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,Std_Outcomes_Safety_score,Std_PatientExp_score,Std_Process_score,std_weight_Std_PatientExp_score,std_weight_Std_Outcomes_Readmission_score,std_weight_Std_Outcomes_Mortality_score,std_weight_Std_Outcomes_Safety_score,std_weight_Std_Process_score,I_Std_PatientExp_score,I_Std_Outcomes_Readmission_score,I_Std_Outcomes_Mortality_score,I_Std_Outcomes_Safety_score,I_Std_Process_score,weight_Std_PatientExp_score,weight_Std_Outcomes_Readmission_score,weight_Std_Outcomes_Mortality_score,weight_Std_Outcomes_Safety_score,weight_Std_Process_score,sum_weight_ave_Std_PatientExp_score,sum_weight_ave_Std_Outcomes_Readmission_score,sum_weight_ave_Std_Outcomes_Mortality_score,sum_weight_ave_Std_Outcomes_Safety_score,sum_weight_ave_Std_Process_score,summary_score
010097,0,,,-0.0683912357439267,0.7043713990035915,,0.2119806155232995,0.1113791436531595,0.2477657378815148,-3.0826090348308,0.22,0.22,0.22,0.22,0.12,0,0,1,0,0,0.28205128205128205,0.28205128205128205,,0.28205128205128205,0.15384615384615383,0.06988264401786315,0.05978940437836652,,0.031414630261147554,-0.474247543820123,-0.31316086516274577
010099,2,0.5,-0.7212056367900596,-0.0683912357439267,0.7043713990035915,-0.9268042427185552,-0.3091433535160877,-0.7486065322085479,0.7708282123793662,-0.4656594252274268,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.16958220672346055,-0.06801153777353929,-0.20389693339808215,-0.16469343708588055,-0.055879131027291216,-0.3228988325613326
010100,7,0.1428571428571428,-0.446726496356838,-0.0683912357439267,0.7043713990035915,-0.53712467761767,0.4811075402144352,0.3066427421147872,-0.1560007716929511,0.0879182384432554,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.03432016977244924,0.10584365884717574,-0.11816742907588741,0.06746140326525318,0.010550188613190648,0.031367651877282916
010101,2,0.5,-0.1992390713086178,-0.0683912357439267,0.7043713990035915,-0.1857654012496665,-1.7663892434433175,-2.95822117282418,0.041270350864384,0.6918259279569272,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.00907947719016448,-0.38860563355752986,-0.04086838827492663,-0.6508086580213196,0.08301911135483127,-0.9881840913087803
010102,0,,,-0.0683912357439267,0.7043713990035915,,,,,-0.3499990931291806,0.22,0.22,0.22,0.22,0.12,1,1,1,1,0,,,,,1.0,,,,,-0.3499990931291806,-0.3499990931291806
010103,7,0.1428571428571428,-0.3521312539441247,-0.0683912357439267,0.7043713990035915,-0.4028272848692871,-0.3690920374366216,-0.0922917722550919,-0.0859739175138368,-0.001773827677504,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.018914261853044095,-0.08120024823605676,-0.08862200267124316,-0.020304189896120216,-0.00021285932130047999,-0.2092535619777647
010104,7,0.1428571428571428,-0.8827783497881329,-0.0683912357439267,0.7043713990035915,-1.1561899236627775,-0.7251625122047269,0.0944431626968172,-0.2320985569112364,-1.0790334346127746,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.05106168252047201,-0.15953575268503992,-0.25436178320581104,0.020777495793299783,-0.12948401215353295,-0.5736657347715561
010108,4,0.25,0.141521194412923,-0.0683912357439267,0.7043713990035915,0.2980138467487368,-0.2677268687920125,0.8750777481294194,0.6395957525863495,-0.7563723315544079,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.1407110655689969,-0.058899911134242755,0.0655630462847221,0.19251710458847227,-0.09076467978652894,0.2491266255214196
010110,0,,,-0.0683912357439267,0.7043713990035915,,,,,-0.4483975831953288,0.22,0.22,0.22,0.22,0.12,1,1,1,1,0,,,,,1.0,,,,,-0.4483975831953288,-0.4483975831953288
010112,2,0.5,-0.4989112817456477,-0.0683912357439267,0.7043713990035915,-0.6112117082135043,-0.265257673900764,-0.0428079870633653,-0.2710093372408615,-4.338801391715735,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.059622054192989535,-0.05835668825816808,-0.13446657580697097,-0.009417757153940366,-0.5206561670058881,-0.782519242417957
010113,7,0.1428571428571428,-0.7989455598918679,-0.0683912357439267,0.7043713990035915,-1.0371720447215609,0.3252645911744768,-0.215707605582426,-0.2301214089743929,-0.1060767180145875,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.05062670997436644,0.0715582100583849,-0.2281778498387434,-0.04745567322813372,-0.0127292061617505,-0.26743122914460915
010114,3,0.3333333333333333,0.2500340169108274,-0.0683912357439267,0.7043713990035915,0.4520701054943465,0.0562136757291789,-0.8222308795615777,-1.1690166369255452,0.1792829085796042,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.25718366012362,0.012367008660419359,0.09945542320875624,-0.1808907935035471,0.0215139490295525,-0.30473807272843895
010118,4,0.25,-0.308020371276412,-0.0683912357439267,0.7043713990035915,-0.3402028189552646,-0.2375278698862274,0.3207070360828553,-1.2422754947656964,0.5060051524460596,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.2733006088484532,-0.05225613137497003,-0.07484462017015821,0.07055554793822816,0.06072061829352715,-0.2691251941618261
010120,1,1.0,-2.581962826884841,-0.0683912357439267,0.7043713990035915,-3.568531593839031,-1.1784725181290114,0.1835002162723403,1.514977019420977,-1.0459868494155762,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.33329494427261497,-0.25926395398838253,-0.7850769506445868,0.040370047579914865,-0.12551842192986915,-0.7961943347103086
010125,3,0.3333333333333333,0.5336125357767357,-0.0683912357439267,0.7043713990035915,0.8546681088588506,0.8923156707849141,,1.429427319217491,0.4657439678415443,0.22,0.22,0.22,0.22,0.12,0,0,0,1,0,0.28205128205128205,0.28205128205128205,0.28205128205128205,,0.15384615384615383,0.40317180798442054,0.25167877893933477,0.2410602358319835,,0.07165291812946835,0.9675637408852072
010126,2,0.5,-1.1633484622057289,-0.0683912357439267,0.7043713990035915,-1.554516875629442,0.7005089277259561,0.5448323218101165,-0.0466943049993891,0.4785114204983954,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.010272747099865602,0.15411196409971034,-0.3419937126384773,0.11986311079822563,0.05742137045980745,-0.020870014380599468
010128,2,0.5,-0.4657511110993114,-0.0683912357439267,0.7043713990035915,-0.564134029174797,-1.0887357439191585,,,-1.4145224930430849,0.22,0.22,0.22,0.22,0.12,1,0,0,1,0,,0.39285714285714285,0.39285714285714285,,0.21428571428571425,,-0.42771761368252653,-0.22162408289009883,,-0.3031119627949467,-0.952453659367572
010129,2,0.5,-1.051582854460133,-0.0683912357439267,0.7043713990035915,-1.3958426195428095,-0.4569818474207063,0.9054376849060208,1.011656695383595,0.28887227160726,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.22256447298439092,-0.10053600643255539,-0.3070853762994181,0.1991962906793246,0.0346646725928712,0.04880405352461319
010130,4,0.25,-0.7819476894266347,-0.0683912357439267,0.7043713990035915,-1.0130400733080729,-0.9775712099543892,-0.2611065462143401,1.3547385197766415,-0.9300406899828964,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,0.2980424743508611,-0.21506566618996562,-0.22286881612777604,-0.05744344016715482,-0.11160488279794756,-0.3089403309319829
010131,6,0.1666666666666666,-0.3869230880160585,-0.0683912357439267,0.7043713990035915,-0.4522214455651225,0.6482658981651401,0.0408024867416615,-1.0217759934891355,-0.7556090107256753,0.22,0.22,0.22,0.22,0.12,0,0,0,0,0,0.22,0.22,0.22,0.22,0.12,-0.22479071856760982,0.14261849759633083,-0.09948871802432695,0.00897654708316553,-0.09067308128708104,-0.2633574731995214
010138,0,,,-0.0683912357439267,0.7043713990035915,,,,,-1.5094299092460504,0.22,0.22,0.22,0.22,0.12,1,1,1,1,0,,,,,1.0,,,,,-1.5094299092460504,-1.5094299092460504
