PROVIDER_ID,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,11,0.09090909090909091,0.13821648730563887,0.014037709857812844,0.5378791783993495,0.23086741862245733
010005,9,0.1111111111111111,0.40145218910003644,0.014037709857812844,0.5378791783993495,0.7202630159343831
010006,9,0.1111111111111111,-0.1309072392499415,0.014037709857812844,0.5378791783993495,-0.2694749210019423
010007,7,0.14285714285714285,-0.23925107023274728,0.014037709857812844,0.5378791783993495,-0.47090274221863504
010008,2,0.5,0.01310940066628788,0.014037709857812844,0.5378791783993495,-0.001725869356548581
010011,9,0.1111111111111111,-0.20229230135457632,0.014037709857812844,0.5378791783993495,-0.40219071475522794
010012,6,0.16666666666666666,-0.05081439008052228,0.014037709857812844,0.5378791783993495,-0.1205700137553671
010016,9,0.1111111111111111,-0.3431200126211908,0.014037709857812844,0.5378791783993495,-0.6640110582860881
010018,2,0.5,0.3098529659099627,0.014037709857812844,0.5378791783993495,0.5499659922372403
010019,7,0.14285714285714285,0.23736719652460772,0.014037709857812844,0.5378791783993495,0.41520381460273487
010021,5,0.2,0.19084763461061072,0.014037709857812844,0.5378791783993495,0.3287168045414188
010022,3,0.3333333333333333,0.0954416339523672,0.014037709857812844,0.5378791783993495,0.15134239688697496
010023,11,0.09090909090909091,-0.14843770890061345,0.014037709857812844,0.5378791783993495,-0.30206675640787883
010024,11,0.09090909090909091,-0.03616689012287009,0.014037709857812844,0.5378791783993495,-0.09333806177455047
010029,11,0.09090909090909091,-0.02292162328468567,0.014037709857812844,0.5378791783993495,-0.06871307651745161
010033,11,0.09090909090909091,-0.15391382992873,0.014037709857812844,0.5378791783993495,-0.31224770642050564
010034,2,0.5,0.5814904619456407,0.014037709857812844,0.5378791783993495,1.0549818153892572
010035,8,0.125,0.01809423870849977,0.014037709857812844,0.5378791783993495,0.007541710134157952
010036,7,0.14285714285714285,-0.2650822741602029,0.014037709857812844,0.5378791783993495,-0.5189269174698979
010039,11,0.09090909090909091,0.2752652645922094,0.014037709857812844,0.5378791783993495,0.48566214351663867
010040,9,0.1111111111111111,0.03313990980033897,0.014037709857812844,0.5378791783993495,0.03551392340445582
010044,4,0.25,0.7201215254014555,0.014037709857812844,0.5378791783993495,1.312718253279195
010045,5,0.2,-0.11354668818113503,0.014037709857812844,0.5378791783993495,-0.23719899033574895
010046,7,0.14285714285714285,-0.6830069467323926,0.014037709857812844,0.5378791783993495,-1.2959130685528846
010049,7,0.14285714285714285,-0.05195841899282849,0.014037709857812844,0.5378791783993495,-0.12269693920303115
010051,0,,,0.014037709857812844,0.5378791783993495,
010052,1,1.0,0.5387867173012141,0.014037709857812844,0.5378791783993495,0.9755889956643763
010055,9,0.1111111111111111,-0.3456352935867245,0.014037709857812844,0.5378791783993495,-0.6686873518972645
010056,9,0.1111111111111111,0.43635742722654997,0.014037709857812844,0.5378791783993495,0.7851572143496973
010058,1,1.0,0.193941911783857,0.014037709857812844,0.5378791783993495,0.334469541024832
010059,2,0.5,0.3843377483139854,0.014037709857812844,0.5378791783993495,0.6884446420813904
010061,6,0.16666666666666666,-0.07431110093495667,0.014037709857812844,0.5378791783993495,-0.1642540078529955
010062,3,0.3333333333333333,-0.04776363623557417,0.014037709857812844,0.5378791783993495,-0.1148981938235625
010065,8,0.125,0.3517317315171362,0.014037709857812844,0.5378791783993495,0.6278250492317845
010069,4,0.25,0.4764217613002826,0.014037709857812844,0.5378791783993495,0.8596429644636137
010073,3,0.3333333333333333,0.5912289239272474,0.014037709857812844,0.5378791783993495,1.0730871118437266
010078,10,0.1,0.030550589918892684,0.014037709857812844,0.5378791783993495,0.0306999800777189
010079,7,0.14285714285714285,-0.5058538618804623,0.014037709857812844,0.5378791783993495,-0.9665582766847327
010083,8,0.125,0.4267468531829152,0.014037709857812844,0.5378791783993495,0.7672896812129166
010085,7,0.14285714285714285,-0.13013321573954853,0.014037709857812844,0.5378791783993495,-0.26803589242177617
010086,5,0.2,0.5238423736574932,0.014037709857812844,0.5378791783993495,0.9478051656819756
010087,7,0.14285714285714285,-0.1613713999454969,0.014037709857812844,0.5378791783993495,-0.32611247441349533
010089,6,0.16666666666666666,-0.3660684370868002,0.014037709857812844,0.5378791783993495,-0.7066757037811983
010090,9,0.1111111111111111,0.24165137553582103,0.014037709857812844,0.5378791783993495,0.4231687613477686
010091,2,0.5,-0.012563327338735594,0.014037709857812844,0.5378791783993495,-0.04945541352931577
010092,11,0.09090909090909091,0.013791958117712388,0.014037709857812844,0.5378791783993495,-0.0004568902273402311
010095,1,1.0,0.4238384487954284,0.014037709857812844,0.5378791783993495,0.7618825107845283
010097,2,0.5,0.1280576691720736,0.014037709857812844,0.5378791783993495,0.21198061552329953
010099,6,0.16666666666666666,-0.15224406313904007,0.014037709857812844,0.5378791783993495,-0.30914335351608774
010100,9,0.1111111111111111,0.27281543831008526,0.014037709857812844,0.5378791783993495,0.48110754021443525
010101,4,0.25,-0.9360662851389274,0.014037709857812844,0.5378791783993495,-1.7663892434433177
010102,0,,,0.014037709857812844,0.5378791783993495,
010103,9,0.1111111111111111,-0.1844892119923391,0.014037709857812844,0.5378791783993495,-0.3690920374366216
010104,11,0.09090909090909091,-0.37601210641287397,0.014037709857812844,0.5378791783993495,-0.7251625122047269
010108,5,0.2,-0.1299669983634653,0.014037709857812844,0.5378791783993495,-0.2677268687920125
010110,0,,,0.014037709857812844,0.5378791783993495,
010112,5,0.2,-0.1286388698440527,0.014037709857812844,0.5378791783993495,-0.26525767390076405
010113,11,0.09090909090909091,0.18899076092114078,0.014037709857812844,0.5378791783993495,0.32526459117447687
010114,6,0.16666666666666666,0.04427387557383106,0.014037709857812844,0.5378791783993495,0.05621367572917893
010118,5,0.2,-0.11372358564353875,0.014037709857812844,0.5378791783993495,-0.23752786988622743
010120,3,0.3333333333333333,-0.6198381199596323,0.014037709857812844,0.5378791783993495,-1.1784725181290114
010125,4,0.25,0.4939957297324669,0.014037709857812844,0.5378791783993495,0.8923156707849141
010126,4,0.25,0.3908268763644594,0.014037709857812844,0.5378791783993495,0.7005089277259561
010128,3,0.3333333333333333,-0.5715705775754287,0.014037709857812844,0.5378791783993495,-1.0887357439191585
010129,6,0.16666666666666666,-0.23176331077625356,0.014037709857812844,0.5378791783993495,-0.4569818474207063
010130,5,0.2,-0.511777489379312,0.014037709857812844,0.5378791783993495,-0.9775712099543892
010131,8,0.125,0.3627264385471948,0.014037709857812844,0.5378791783993495,0.6482658981651401
010138,0,,,0.014037709857812844,0.5378791783993495,
010139,9,0.1111111111111111,-0.6375860303110221,0.014037709857812844,0.5378791783993495,-1.2114686091920732
010144,9,0.1111111111111111,-0.9471501922785541,0.014037709857812844,0.5378791783993495,-1.786995929079692
010148,5,0.2,-0.05351206088657914,0.014037709857812844,0.5378791783993495,-0.12558539809146416
010149,6,0.16666666666666666,0.3442402684819188,0.014037709857812844,0.5378791783993495,0.6138972689122136
01014F,6,0.16666666666666666,-0.4813311681713281,0.014037709857812844,0.5378791783993495,-0.9209668228900157
010150,3,0.3333333333333333,0.2749126847547153,0.014037709857812844,0.5378791783993495,0.48500664344961
010157,2,0.5,0.01971712829713157,0.014037709857812844,0.5378791783993495,0.010558911122419447
010158,6,0.16666666666666666,-0.4372548082815196,0.014037709857812844,0.5378791783993495,-0.8390221006180487
010164,8,0.125,0.05114113527496916,0.014037709857812844,0.5378791783993495,0.06898096618569757
010168,4,0.25,0.4849290906420294,0.014037709857812844,0.5378791783993495,0.8754593962635272
010169,4,0.25,0.4859694025386938,0.014037709857812844,0.5378791783993495,0.8773934958502787
010173,2,0.5,-0.06367718034205444,0.014037709857812844,0.5378791783993495,-0.1444839163158082
010174,2,0.5,-0.8942193908943057,0.014037709857812844,0.5378791783993495,-1.6885894402065535
010175,1,1.0,0.0789936432780714,0.014037709857812844,0.5378791783993495,0.12076305614498409
01019F,4,0.25,1.1424765129718013,0.014037709857812844,0.5378791783993495,2.097941040350472
01021F,0,,,0.014037709857812844,0.5378791783993495,
011300,1,1.0,0.193941911783857,0.014037709857812844,0.5378791783993495,0.334469541024832
011302,1,1.0,-0.0359546252277142,0.014037709857812844,0.5378791783993495,-0.09294342873486382
011304,0,,,0.014037709857812844,0.5378791783993495,
011305,4,0.25,-0.18231910592095682,0.014037709857812844,0.5378791783993495,-0.36505747696555035
011306,2,0.5,-0.1018388678394978,0.014037709857812844,0.5378791783993495,-0.21543235423639664
020001,11,0.09090909090909091,0.21495079464391534,0.014037709857812844,0.5378791783993495,0.37352828080088674
020006,10,0.1,-0.01860690443391369,0.014037709857812844,0.5378791783993495,-0.06069135152037708
020008,9,0.1111111111111111,-0.007835911938591468,0.014037709857812844,0.5378791783993495,-0.04066642226512103
020012,8,0.125,0.5381043999489135,0.014037709857812844,0.5378791783993495,0.9743204629163136
020017,9,0.1111111111111111,-0.8299783927581319,0.014037709857812844,0.5378791783993495,-1.569155558554273
020018,3,0.3333333333333333,0.5990989560475617,0.014037709857812844,0.5378791783993495,1.0877187102330421
020024,9,0.1111111111111111,-0.2802510101443995,0.014037709857812844,0.5378791783993495,-0.547127927275365
020026,7,0.14285714285714285,0.08162477693873112,0.014037709857812844,0.5378791783993495,0.125654737709029
021301,0,,,0.014037709857812844,0.5378791783993495,
021302,0,,,0.014037709857812844,0.5378791783993495,
021304,1,1.0,-0.9555407732739996,0.014037709857812844,0.5378791783993495,-1.802595307773648
021305,1,1.0,-0.2658511622392856,0.014037709857812844,0.5378791783993495,-0.5203563984945601
021306,1,1.0,-0.1509028937334999,0.014037709857812844,0.5378791783993495,-0.3066499136147119
021307,0,,,0.014037709857812844,0.5378791783993495,
021308,2,0.5,-0.7809067431640053,0.014037709857812844,0.5378791783993495,-1.4779238255465803
021309,1,1.0,0.0789936432780714,0.014037709857812844,0.5378791783993495,0.12076305614498409
021310,0,,,0.014037709857812844,0.5378791783993495,
021311,3,0.3333333333333333,0.5444163417703552,0.014037709857812844,0.5378791783993495,0.9860553321488896
021312,2,0.5,-0.853563689137679,0.014037709857812844,0.5378791783993495,-1.6130042467480297
021313,4,0.25,-0.5371392137564001,0.014037709857812844,0.5378791783993495,-1.0247225506189617
021314,3,0.3333333333333333,0.01675948832959484,0.014037709857812844,0.5378791783993495,0.005060204189129639
030002,10,0.1,0.28350832091472594,0.014037709857812844,0.5378791783993495,0.500987251186816
030006,11,0.09090909090909091,0.2909515122142735,0.014037709857812844,0.5378791783993495,0.514825286936215
030007,9,0.1111111111111111,1.0750700999782776,0.014037709857812844,0.5378791783993495,1.9726221663347212
030010,8,0.125,0.024113190760986072,0.014037709857812844,0.5378791783993495,0.018731866388947048
030011,8,0.125,0.49119266013798324,0.014037709857812844,0.5378791783993495,0.8871043339140109
030012,11,0.09090909090909091,-0.09630663233634165,0.014037709857812844,0.5378791783993495,-0.20514707879662356
030013,11,0.09090909090909091,0.14222619334448533,0.014037709857812844,0.5378791783993495,0.23832207795836763
030014,10,0.1,0.1350771884936563,0.014037709857812844,0.5378791783993495,0.2250309799982208
030016,7,0.14285714285714285,-0.21102619610953413,0.014037709857812844,0.5378791783993495,-0.41842836645416276
030022,3,0.3333333333333333,-0.6992492213279812,0.014037709857812844,0.5378791783993495,-1.3261099515107324
030023,11,0.09090909090909091,0.4612304089619478,0.014037709857812844,0.5378791783993495,0.8313999073823896
030024,10,0.1,0.11468552358322451,0.014037709857812844,0.5378791783993495,0.18711974318270688
030030,6,0.16666666666666666,-0.0006188043732866522,0.014037709857812844,0.5378791783993495,-0.027248710899565137
030036,11,0.09090909090909091,0.29548862792733127,0.014037709857812844,0.5378791783993495,0.5232604818559358
030037,3,0.3333333333333333,-0.11377366110921737,0.014037709857812844,0.5378791783993495,-0.237620967867502
030038,8,0.125,-0.29078402703780176,0.014037709857812844,0.5378791783993495,-0.5667104233384157
030043,8,0.125,-0.30329134443587774,0.014037709857812844,0.5378791783993495,-0.5899634472522544
030055,10,0.1,0.36782804646298417,0.014037709857812844,0.5378791783993495,0.6577505707843165
030061,9,0.1111111111111111,0.07519344735057872,0.014037709857812844,0.5378791783993495,0.11369790828259328
030062,10,0.1,0.5658250235897311,0.014037709857812844,0.5378791783993495,1.025857359591344
030064,10,0.1,-0.29257849720203183,0.014037709857812844,0.5378791783993495,-0.5700466189680181
030065,8,0.125,-0.31872690159667844,0.014037709857812844,0.5378791783993495,-0.6186605186033609
030069,11,0.09090909090909091,0.19643513821079026,0.014037709857812844,0.5378791783993495,0.3391048318616194
030071,3,0.3333333333333333,0.09871131945937613,0.014037709857812844,0.5378791783993495,0.1574212444020229
030073,2,0.5,-0.0899983744993289,0.014037709857812844,0.5378791783993495,-0.19341905865688658
030074,0,,,0.014037709857812844,0.5378791783993495,
030078,1,1.0,0.3088901802896427,0.014037709857812844,0.5378791783993495,0.5481760259046802
030083,6,0.16666666666666666,-0.37852094092159927,0.014037709857812844,0.5378791783993495,-0.7298268208626513
030084,2,0.5,-0.4995226141151204,0.014037709857812844,0.5378791783993495,-0.9547875147374442
030085,11,0.09090909090909091,0.3827154247640923,0.014037709857812844,0.5378791783993495,0.6854284934460764
030087,11,0.09090909090909091,-0.13561988994591964,0.014037709857812844,0.5378791783993495,-0.2782364624135328
030088,9,0.1111111111111111,0.4038007311318792,0.014037709857812844,0.5378791783993495,0.7246293162601025
030089,10,0.1,0.23835311424541605,0.014037709857812844,0.5378791783993495,0.4170367870627254
030092,9,0.1111111111111111,-0.02080454029871041,0.014037709857812844,0.5378791783993495,-0.06477709410542484
030093,10,0.1,0.2992698896501437,0.014037709857812844,0.5378791783993495,0.5302904281239152
030094,9,0.1111111111111111,-0.4297471678619083,0.014037709857812844,0.5378791783993495,-0.8250642440563708
030101,7,0.14285714285714285,0.029661999261213785,0.014037709857812844,0.5378791783993495,0.029047953575553086
