PROVIDER_ID,total_cnt,measure_wt,score_before_std,Mean,StdDev,grp_score
010001,10,0.1,-0.33587660317053153,0.029039011722675152,0.5385223085889854,-0.6776239518272584
010005,12,0.08333333333333333,-0.2342987839694267,0.029039011722675152,0.5385223085889854,-0.4890007182471029
010006,11,0.09090909090909091,-0.3774977925189758,0.029039011722675152,0.5385223085889854,-0.7549117237256937
010007,7,0.14285714285714285,-0.9429287063623433,0.029039011722675152,0.5385223085889854,-1.8048792084987701
010008,6,0.16666666666666666,-0.21071086716386264,0.029039011722675152,0.5385223085889854,-0.44519953038662563
010011,8,0.125,-0.5344094447248353,0.029039011722675152,0.5385223085889854,-1.0462861936468995
010012,9,0.1111111111111111,-0.02187902308075519,0.029039011722675152,0.5385223085889854,-0.09455139367734595
010016,6,0.16666666666666666,-0.12099219975129909,0.029039011722675152,0.5385223085889854,-0.2785979505047433
010018,4,0.25,0.9885703524463749,0.029039011722675152,0.5385223085889854,1.7817856854209537
010019,10,0.1,-0.18927930615931154,0.029039011722675152,0.5385223085889854,-0.4054025513892184
010021,8,0.125,-0.7409385364819854,0.029039011722675152,0.5385223085889854,-1.429796938630314
010022,5,0.2,-0.15362835648574674,0.029039011722675152,0.5385223085889854,-0.3392011162676614
010023,10,0.1,0.09756602705227853,0.029039011722675152,0.5385223085889854,0.12725009574655338
010024,9,0.1111111111111111,-0.427571586450499,0.029039011722675152,0.5385223085889854,-0.8478954184267072
010029,10,0.1,-0.2747987610526782,0.029039011722675152,0.5385223085889854,-0.5642064737697811
010033,10,0.1,-0.2494379573410007,0.029039011722675152,0.5385223085889854,-0.5171131532012667
010034,5,0.2,-0.17879079017967198,0.029039011722675152,0.5385223085889854,-0.38592607694729386
010035,11,0.09090909090909091,0.05622466796049024,0.029039011722675152,0.5385223085889854,0.05048194996609492
010036,9,0.1111111111111111,-0.775762910163517,0.029039011722675152,0.5385223085889854,-1.4944634772789671
010039,11,0.09090909090909091,-0.47689675639367696,0.029039011722675152,0.5385223085889854,-0.939488968325165
010040,9,0.1111111111111111,-0.9345046796308171,0.029039011722675152,0.5385223085889854,-1.7892363528599786
010044,7,0.14285714285714285,-0.13355455551747614,0.029039011722675152,0.5385223085889854,-0.30192540707584137
010045,7,0.14285714285714285,0.021219033324901156,0.029039011722675152,0.5385223085889854,-0.014521178181575412
010046,7,0.14285714285714285,-0.09473196799826487,0.029039011722675152,0.5385223085889854,-0.22983445206799286
010049,11,0.09090909090909091,-0.01672807714197567,0.029039011722675152,0.5385223085889854,-0.08498643070993273
010051,4,0.25,0.7780051801276867,0.029039011722675152,0.5385223085889854,1.3907802080983844
010052,6,0.16666666666666666,-0.38499228421651993,0.029039011722675152,0.5385223085889854,-0.7688284948195058
010055,10,0.1,-0.4442343387297214,0.029039011722675152,0.5385223085889854,-0.8788370377681259
010056,11,0.09090909090909091,-0.6483282903966838,0.029039011722675152,0.5385223085889854,-1.2578258900623258
010058,7,0.14285714285714285,0.06786723219681495,0.029039011722675152,0.5385223085889854,0.07210141502935309
010059,5,0.2,0.4376280765701323,0.029039011722675152,0.5385223085889854,0.7587226347558857
010061,9,0.1111111111111111,-0.3440023065326287,0.029039011722675152,0.5385223085889854,-0.6927128408714056
010062,6,0.16666666666666666,-1.1462620376292991,0.029039011722675152,0.5385223085889854,-2.182455639454289
010065,10,0.1,0.08388534921750394,0.029039011722675152,0.5385223085889854,0.10184598970195861
010069,7,0.14285714285714285,-1.124869396409105,0.029039011722675152,0.5385223085889854,-2.142730931899933
010073,7,0.14285714285714285,0.4132337290191268,0.029039011722675152,0.5385223085889854,0.7134239588014529
010078,11,0.09090909090909091,-0.4099428724173251,0.029039011722675152,0.5385223085889854,-0.8151600725515029
010079,10,0.1,-0.43275426653716165,0.029039011722675152,0.5385223085889854,-0.8575193095896232
010083,11,0.09090909090909091,0.24307313508953107,0.029039011722675152,0.5385223085889854,0.39744708799094985
010085,11,0.09090909090909091,-0.2338928516715936,0.029039011722675152,0.5385223085889854,-0.4882469290514488
010086,8,0.125,-0.5516017190337019,0.029039011722675152,0.5385223085889854,-1.0782111000707635
010087,7,0.14285714285714285,-0.05116622252595748,0.029039011722675152,0.5385223085889854,-0.1489357691769226
